・このSSは,静・ジョースターの奇妙な日常
静,……何？……これは……。……犬……？犬が……いるの……？。……けど、これって……？。す……スタンド……？なんで……。なんで……スタンドがこんなところにいる？本体はどこよ？……そして大切な事だけど。……ちょっと待って、これって……！！。うおおおおおおおおおおッ！？ワイルド・ハニーッ！！！。い！いきなり襲ってきやがった！？どういう事……どうしてあたしがこんなワケわかんないスタンドに襲われてるんだっての！？。うぐえっ！？。な、なんてパワーなのッ！？ワイルド・ハニーをガードの上からはじき飛ばすなんてッ！！し……しかも、恐ろしいのはッ！！。今ッ！この変な犬はッ……4本の足の力だけであたしをふっ飛ばしたって事……！。犬の噛む力は、人間の約2.5倍だと言われてるわ……こいつが実際の犬とどう違うのかはわかんないけど、噛まれるのだけはゼッテェーにヤバいッ！！。ヤバイッ！こいつ噛むつもりでいるッ！。そこの壁のレンガだッ！！ワイルド・ハニィィィィ――！！。ワイルド・ハニー！！レンガを透明にしてアンタの口に突っ込んだ！歯ァ砕けちまいなさいッマヌケーッ！！。な……何ィ――ッ！？硬いレンガを噛み砕きやがった畜生ッ！！なんつーアゴの力してんのよッ！？カルシウムたっぷりのダイヤモンドか～～ッ！？。こ……ここは……。いつも通りッ！逃げるしかないわねッチクショー！も、もしかしたらあたしを攻撃したのも、何かのグーゼンだったりィ……。OHMYGOD！！やっぱり追ってきているわーッ！！あたしは今ッ……なんだかサッパリわかんないけどッ……！！。スタンド攻撃を受けているッ！！。うおおおおおおおおおおおおおおおお！！！。一体何だってェーのよこれはッ！？なんであたし！追いかけられてるのッ！？。うっせェェーわよッこのバカナビッ！！ど～～せなら安全な方向でもナビゲーションしなさいよねーッ！！。そんな都合よくいくわけないし……ここは自分で道を切り開くしかないッ！！そこの角を曲がったとこで……！！。自分の姿を透明にするッ！！。アーンドッ！あたしの逃走経路は上方向よッ！！スタンドを使って！屋根の上へと逃げるわッ！！。うぐぐ……は、早くしないとッ！あの犬が来るッ！！ワイルド・ハニー！！あたしを引っ張り上げて～～ッ！！。……ハァハァハァハァ……。……よ、よし……これでOK……フ～～ッ……。うお、この屋根の瓦グラグラしてるわ……台風でも来たら吹っ飛びそうね。ちゃんと修理したほうがいいんじゃあないのーッ？。フ～～キモを冷やしたけど……透明化アンド上方向への逃亡によって、あの変な犬……あたしのことを見失ったみたいねーッ。やっぱりィあたし、だましの手品が結構得意なのかもしんないわ。ニヒヒッ！。ちょっぴり危ないかもしんないけど、こーやってネコみてーに屋根の上を歩いて、病院まで行こうかしらね～～。風もけっこう気持ちいいし……。……景色も結構、いい感じ……。…………！？。バ……バカなァ～～ッ……あたしのだましの手品がッ！なんでイキナリあたしの背後に現れるのよーッ……コイツあたしを見失ったんじゃあないの！？。うわああああ！！ワイル――。ッ痛ァァ――ッ！！かッ……噛まれたッ！う……おおッ……！！。うおおおおおおおおおおッ！！は、離せッこのッ！牙を食い込ませるんじゃあないわよッ！！い！痛いッマジでッ！！バ……。バランスがッ……屋根から……落ちるッ！！。うぶッ！？こ、これはッ！水ゥ！？。いや、これは……池かァ～～？一戸建てのお家の庭に池があったの？……お陰でケガも無く着地……いや、着水出来たけど……。……ビッチャビチャになっちゃったじゃあないのよ～～……うげーッ、気持ちワルゥ……下着のライン見えてない？コレェ……。うう……靴下までグッチョグチョだわ～～……スッゲェー嫌な気分……。携帯と財布は無事かしら？濡れてなかったら…………あ
子,……
父,……
母,……
静,……素敵なお庭で、家族そろってバーベキュー中でしたか。……し……失礼。すぐ出ていきますので……。ケータイは動くわね……生活防水って完璧アテにしてなかったけど、ちょいと考えを改めるわ。サイフは……クソ、千円札がシワシワになってる……。この千円でコンビニで買い物出来たらいいんだけど……買い物出来なかったとしても、銀行行ったら新しいのに変えてくれんのかなァ？コレ……。……今、思ったのだけど……。…………。……さっきまで、あたしを追いかけていたスタンドは……。……何処へ消えたの？……いつの間にィ……？
仗助,……静のやつ……遅ェな……
露伴,――い、おい、仗助！聞いているのか？
仗助,……え？何っスって？
露伴,……ナアナアナアナアナアナアナアナアナアナア、本当に聞いてないのかよ～～ッ？マジに？今承太郎さんがせっかく、DIOという男の息子について話していたっていうのに……
承太郎,……
仗助,す、スミマセン……承太郎さん。少しボーっとしちまって……
承太郎,いや、いい。怪我のこともあるのだろう……無理に話に付きあわせて悪いな。もう少し踏ん張ってくれ
仗助,いえ、そんな……それで、何の話でしたっけ？
承太郎,今話していたことは、大したことじゃあない。DIOの息子……チェスタ・テスタロッサについての簡単な情報を述べていただけだ。そもそもおれはこの男について、さほど詳しいわけでは無いのでな……
康一,そうなんですか？承太郎さん
承太郎,ああ……実は、この男について詳しい者を三人ほど……この病室に呼び出しているのだが
仗助,……ココっスかァ～ッ？ただでさえ狭い病室だってえのによー……
承太郎,……ちょっぴり豪華なお見舞いだと思ってガマンしろ、仗助。……その内二人はお前にみやげを持ってくると言っていた。少々到着が遅れているようだが……きっと気にいるだろう
仗助,はあ……？……
康一,あ、あのォ～……承太郎さん？それじゃあぼく、少し聞きたいことがあるんですけど……
承太郎,？……何だ？康一くん
康一,ぼく、実際に見たことはないんです……スピードワゴン財団で話に聞いただけで……本当にそんなものが存在するのかさえわからない……けど、承太郎さんは……それと、戦ったことがあるって聞いて……どんなものか知りたいんです。ハイ
露伴,……
仗助,……？
承太郎,……何の話だろうか
康一,……吸血鬼についてです。彼女……有栖川メイは吸血鬼になったって聞きました。それって……エト、いったい……？
承太郎,……そうだな。それについては……しっかりと伝えておかなければならないだろう
露伴,きゅ……吸血鬼……こいつはいいぞ。いいネタになる……！
仗助,……ゴ、ゴクリ……
承太郎,……ではまず、人を吸血鬼にする石仮面についてだが……
静,ん～～……？……アレッ？……おかしいわね……。……何も聞こえなくなってるわ。……やっぱり生活防水とかアテになんねーわね。動くけど、音が聞こえなかったらケータイの意味なんて無いじゃあないのよ。……マズったわね……メチャクチャにダッシュしたり屋根の上で飛び跳ねたりして、完璧に迷子になっちゃったわ。そもそもここは何処なんだっての……。……。……あ、あの人……道に詳しそうね……。スミマセン、道を尋ねたいんです。ぶどうヶ丘病院というのはどっちですか？
男,病院、それはね……そうだ。ちょうど杜王町の地図を持っているんだ。そっちのはしっこ持って
静,……こう？
男,えーっとね……。……うーん、ここからだと少し遠いよ？歩いて40分以上かかる。そこの坂を下ったところに、病院行きのバスが出てるみたいだ……それに乗ったらどうかね？
静,……どうも
男,イッツマイプレジャー
静,バス停……バス停……あ、あれね。うーン……やっとと一息つけるわね～～。訳も分からずに無駄な運動しちゃったし、バスでゆっくり休もうっと。……しかし、さっきのスタンドは一体ゼンタイ何だったのかしら？……いきなりあたしに襲いかかったと思ったら、どっかに消えちゃったし……夢でも見てたの？あたしィ……。……ううッ、日本の夏ってやっぱり苦手だわ～～……どーにもムシ暑くってさァ～～。……はやくバス来ないかなーッ。冷房のキいた車内でゆっくりしたい気分……。……ふう…………。……あッ！来た来たァ～～ン♪結局何にも買ってないけど、病院の売店とかで何か買ったらいいわよねーッ。フ～～ッ！待ちわびたわよ。すっかり汗かいちゃったし、足もクタクタァ～……ちょっぴり寝させてもらおうかなーッ……。♪～……………………！。――なあッッ！！？。――てめえッ！何者だァァ――ッ！！それ以上近づいたらあたしもアンタを殺すつもりで攻撃するッ！。ワイルド・ハニー。ドラドラドラドラドラドラドラドラドラドラドラドラアラドラドラドラドラドラドラドラドラドラドラドラドラ――。――はッ！？。うおああああっ！こッ……こいつ！うっううっ！。あたしの全力ラッシュを食らいながらッ！身体をねじって攻撃を逃れ、逆にあたしに食らいついてきたッ！！うッ……おお……。うわあああああああ！！。こいつッ！この意味不明なタフさ……問答無用であたしを攻撃してくるこの感じッ……こいつ！遠隔自動操縦型だッ！！。――しかし、全然意味がわかんないのはッ……こいつは何を対象にして、あたしを追っているのッ！？。透明になって屋根の上に逃げても、こいつはしっかり追いかけてきたッ！目であたしを追っているんじゃあないことは確かだわ。……も、もしかしてッ……。ニオイかッ！？こいつはあたしの臭いを追跡して……！？。うおお！？飛び跳ねてきたッ！。クソッ！追いかけてくるのをやめないわッ！……考えが全然まとまんないじゃあないのよ～～……けれど、そうね……よーく思い返してみると、こいつはあたしを追わないときがあった！。どこからか現れたり……なぜか急に追って来なかったり。……別にあたしが全身に消臭剤をまき散らしたわけじゃあないのに、こいつは不規則に追ってきているわッ！遠隔自動操縦型にそんなランダム性があるとは思えないッ！
骨犬,あおん！あおんッ！！あオオオオオオオオン！！
静,つまり、こいつは臭いであたしを追いかけてるんじゃあないッ！臭いとはまた別のなんらかの方法で！あたしは敵に追尾固定ロックオン。！！
承太郎,――要約すると、吸血鬼とは不死身・不老不死であり……人の生命や血を好むモンスターだ
康一,そ……そんなものが、本当に……？
露伴,す……すごいぞ。そんなものが本当にいるなんてッ……！
仗助,露伴よォ～～……今はそんな事言ってる場合じゃあねーだろうがよ。そいつがこの町にいるっつーことは、何人も犠牲者が出てしまうっつー事だぜ。……いや、もしかしたらもう出てるのかもな
露伴,……わかっているよ、仗助。……君に言われなくともね
承太郎,……
康一,その……承太郎さん？……弱点とかって、無いんですか？吸血鬼には……
承太郎,吸血鬼の弱点か。……明確な弱点が一つある。太陽の光だ。……太陽の光を浴びると、吸血鬼はチリとなる……
仗助,……なんつーか……マジによ～～、モノホンの吸血鬼なんだなーッ
露伴,フ～～ン……だったら簡単じゃあないか。真っ昼間に小娘の首根っこをつかまえて、太陽の下に引きずり出せばいい
康一,だ、だけど露伴先生……吸血鬼はそれこそ化け物じみた力を持つって、さっき承太郎さんが言ったばかりですよ？向こうとしては致命的となる太陽の光を、そう簡単に浴びてくれますかねぇ……？
仗助,そーだぜ露伴ン～～、こっちが攻撃したってすぐに回復しちまうバケモンだ。太陽の光なんて……
承太郎,……方法が無いこともない……一応な
康一,……
仗助,……何スって？承太郎さん……
承太郎,……太陽の光……そのものではなく……太陽の光と同じものを、吸血鬼に当てればいいのだ
露伴,……そう簡単に言いますけどねェ……そんなもの、そこらへんにありますか？
承太郎,……特殊な呼吸法により、体内に太陽の光と同じエネルギーを作り出す方法がある。……波紋という特殊能力だ
仗助,そ！そんな能力があるんスかァ～～ッ！？それがありゃあよーッ！吸血鬼なんて出会い頭にイチコロじゃあないっスかァァ～～ッ！
承太郎,……うむ、しかし…………
仗助,？……
露伴,……
承太郎,……
仗助,し……しかし？……
康一,……な、なんなんですか？承太郎さん……なんだかスゴク、イヤな予感がするんですけどォ……？
承太郎,……
露伴,……承太郎さん？
承太郎,……波紋という特殊な呼吸法は……かつてじじい……ジョセフ・ジョースターが使えた能力でもある
仗助,……えッ？……じ、じじいが……？
承太郎,そして、この波紋法は……チベットのヌー川の奥地やヴェネチアのエア・サプレーナ島等を修行地として……過去には多くの人々がこのワザを身につけていった……
康一,……
承太郎,……だが……残念なことに、この技術は……。今現在、使える人間が一人もいないのだ
静,何ッ！う……。海ィ！この道はこのまままっすぐ行くと海だわ！どっかで引き返さないとまずい！海に追い込まれるッ！。し……しかし！モノスゲー速度で追いかけられてるこの状況ッ……逃げ道を探して減速すると追いつかれるわッ！！真っ直ぐ走り切ることしか出来ないッ！けど……あたし……！。あたしはッ！！泳ぐことが出来ないのよォ～～ッ！！うおおおおおおおおおおおおおおおおおお！！！。駄目だ海に突っ込むしかないッ！！こ……こうなったらッ――コオオオォォォー……
仗助,……
露伴,……
康一,……
承太郎,……80年近くも昔に、ストレイツォという男がチベットの修行僧を皆殺しにした。そして、エア・サプレーナ島では……最後まで島に残ったメッシーナという波紋使いがいたが、彼には跡取りが産まれなかった
仗助,……つ、つまり……波紋を使えるのは、じじいだけって事……っスか……？
承太郎,ああ。しかし、そのジョセフ・ジョースターも今年の春に亡くなった。……じじいが、誰にも波紋法を伝えていなかったとすると……
康一,……
露伴,……
承太郎,波紋の呼吸が出来る者は、この世に一人たりとも居ないのだ
静,水をはじく波紋ッッ！！！。うおおおおおおおおおおおおおお！！！。こ……コイツッ！！あたしは今……海の上を走っているっていうのにッ！！。何処までも追いかけてくるッ！！海の上までもッ！！無敵かあ～～ッコイツはーッ！？。ハァ！ハァ！！ハァ――
ジョセフ,――そこで、そのストレイツォという吸血鬼は、高圧で体液を目から発射しおった！わしの祖父……おじいちゃんのおじいちゃんを殺した、いまわしき攻撃じゃ。若いわしはその攻撃の前、絶体絶命のピンチじゃった！
静,そ……それで！？
ジョセフ,しかし、わしは抜け目ない策士でのォー……先ほどのバーからグラスを2つ、ちょいとくすねておったんじゃよ
静,グラス？……ガラスの？
ジョセフ,うむ。このわしに同じ手を使ったのが、ヤツの運の尽きじゃったのう。わしはとっさに閃いて、グラスに波紋を流し、ヤツの体液を反射したのじゃ！
静,お……おおーっ！
ジョセフ,ストレイツォは自身の技を自分でくらい、大きなダメージを負った。眉間を狙ってくるのはわかっておったからの。うけるのは簡単じゃったわい
静,す……すごーい！おじいちゃん、昔はかっこよかったんだね？
ジョセフ,今も格好いいわい。失礼な娘じゃのー誰に似たんじゃ、まったく。……ゴホン、ええと……こうしてわしは、吸血鬼を波紋によって倒したというわけじゃ。まさかこの戦いが、後に続く大きな戦いの前触れとは……
静,ねえねえおじいちゃん！
ジョセフ,うん？
静,あたしもその、波紋ってやつをつかってみたいなぁ～～ッ
ジョセフ,……波紋を？うーむ……
静,ねえ、おじいちゃん……できないのかなぁ？あたしには……やっぱり、ジョースター家の子じゃあないから……
ジョセフ,そういう事じゃあないぞ、静や……お前は立派なわしの娘じゃよ。しかしのォー……わしは生まれつき波紋の呼吸が出来ておったから、人にどうやってこの呼吸法を教えれば良いのか、わからんのじゃよ
静,うーん……よくわかんないけど、できないの？
ジョセフ,……出来ない事はないと思うがのォ……。わしの呼吸法のリズムやコツを、ちょいとだけ教えてやることは出来るが……わしももう年じゃし、完璧な呼吸法を教える事は不可能じゃろう。まぁ……静がすごーく頑張ったのなら、弱い波紋のエネルギーなら、作り出すことが出来るようになるかもしれんのう
静,ほ……ほんとにッ！？
ジョセフ,ああ、本当じゃよ。おじいちゃんがウソをついたことがあったか？
静,うーん、おじいちゃんの話すぼうけんばなしは、しょうじきかなりウソくさいところあるけどねーッ、あたしに言ったやくそくとかは、しっかり守ってくれてるよ！今んところ！
ジョセフ,むむ……そう思われておったのか……
静,それで、それで！？波紋の呼吸ってどうやるの？
ジョセフ,うむ、そうじゃのー。まずは……一秒間に10回の呼吸を……
静,いきなりすっごいレベルたかくない？それェー……
ジョセフ,冗談じゃよ～～ジョーク、ジョーク！ホホ！
静,もー、おじいちゃんったら……。あの日からッ！あたしは毎日毎秒かかさず、波紋の呼吸のリズムを意識しながら生きてきたッ！たぶん絶対、全盛期のおじいちゃんには敵わないだろーけど……コーラ瓶のフタだって飛ばせるし、こーやって水の上を走ることも出来るッ！だけど――。なんでコイツは！海の上まで走って追いかけてくるのよォォ――ッ！！。くッ……せめて！対岸までは走らないとッ！ここで足を止めちゃったら……後ろから犬のスタンドに食い殺されるかッ！海に落ちておぼれ死ぬかの二択！そ……そんなマヌケな死に方はゴメンだわッ！！。くそッ！ハァ！ハァ！ゼーゼー……こ、呼吸を整えないとヤバイ……波紋の呼吸が乱れちゃう！こんな所で呼吸を乱しちゃったら……あたし！杜王港沖でドザエモンになっちゃうわーッ！。もう少し……もう少しで対岸まで着くッ！そしたらもっと、逃げ場所だって――。――えッ？。うおおあああ――ッ！！クルーザーがッ！！目の前を横切ったァ――ッ！！。う……ううッ！波がッ！船が動いたことによって、水面に波が出来たッ！波紋エネルギーでうまく水をはじけないわッ！そ……そして、さらにヤバイのは……。今ので完璧に……呼吸が乱れちまったわ。ガボガボガボッ！！だ……誰かッ！ガボッ！く……苦し……！……ガボッ！！……！！。マ……マズったわ、ね……泳げないんだから、水の上なんて走るのやめときゃあーよかったわ……まさかあのスタンド、水の上まで追ってくるなんて……うう……。……ちくしょう……ミスったわ……
承太郎,仗助、おれは最初にこう言ったな。……静にも少し、確認しておきたい事がある……と……
仗助,……ええ。それが……？
承太郎,……静は長年、ジョセフ・ジョースターに育てられてきた。じじいの愛情をたっぷりに浴びて成長していったのだ。……その静なら、もしかしたら……
康一,……な、なんですか？
承太郎,……いや、……波紋の呼吸をじじいから教わっている……かも……と、思ってな
仗助,なッ……なンすってェー！？
露伴,待って下さい承太郎さん。その波紋の呼吸ってヤツは、教われば誰でも出来るようなモンなんですか？主婦の簡単お手軽料理じゃああるまいし……
承太郎,むろん、簡単に習得出来るようなものではない。血反吐をはくような努力が必要だ。しかし……静はジョースターの血統に、コンプレックスのようなものを抱いていてな……彼女がもしも、じじいから波紋法を教わっていたとすると……一心不乱にその技術を習得しようとするだろう
康一,あっ、ありうるよッ！マイナス面から人は成長するっていうし！
仗助,も……もしも、静のやつが波紋を使えたとすると……
承太郎,……吸血鬼に生身で決定打を与えることが出来るのは……静だけだ。そして、大切なのは……その事実を静が知ったとすると……静はどういう行動に出ると思う？
仗助,……！
康一,そ、それは……きっと、自分の力で吸血鬼を退治しようと――はッ！
仗助,……
承太郎,……静は、自ら危険の渦へと飛び込んで行ってしまうのだ……おれ達が止めようともな
仗助,…………
康一,……ゴ、ゴクリ……
露伴,？……おいおいおいおいおいおいおいおい、ちょっと待ってくれ。仗助の妹が吸血鬼を退治出来るかもしれないんだろ？喜びこそすれ、そんなに暗い顔をする意味がぼくにはわからないな
仗助,……ああ、露伴先生……わかんねェーだろーな～～……アンタには。静は……おれのじじいが大切に育てた忘れ形見なんスよ。おれは……少々複雑な家庭の事情があってよォー……実の父親に、なんにもやれなかった。……何かを与えることも、何かを残すことも出来なかったんスよ。……静を守るっていうのが……今のおれに出来る精一杯の親孝行であり、精一杯の家族愛なんスよ。だからおれは……静を幸せにしねーといけねー。静を危険な目に合わせるわけにはいかねーんスよ……おれの勝手な思いだけどよ～～……
露伴,…………フン、安いヒューマニズムか。あいにくぼくは、お涙ちょうだいのマンガを書く気は無くってね。……ま、仗助くんの気持ちはよーくわかったよ
康一,ろ……露伴先生ィ～……
露伴,はいはいわかったよ。もう何も言わないさ……
仗助,……承太郎さん……
承太郎,……お前の気持ちは痛いほど理解している。だからおれは……静ではなく、他の三人からDIOの息子について話を聞こうとしているんだ
仗助,……えっと、さっきもチラリと聞いた気もしますけど……その三人っていうのは……？
承太郎,うむ、そのことだが……そのうち一人は、仗助……つい最近お前は会ったことがあるはずだ
仗助,……おれが？っスかァ～～？
承太郎,ああ……しかし、お前にとっては……少々つらい人物かもな……
仗助,……？
静,ブハアーッ！ゲホッ！ゲホッ！！ゴホッ！すはぁーッ！！。チーンッ！……鼻に水が入っちゃったわ。ゲホッ、ノドにもいっぱい……ゲホゴホッ！。……。……アンタが助けてくれたのね。……減らず口ばっかり……アンタいっつも、カワイくないわね～～……ま、助かったからお礼は言うわ。チョーありがとう……。双葉双馬！！
双馬,……フン
静,助かったのはいいけど……双馬、アンタなんで……こんな所にいんのォ？一人海辺でセンチになってたの？
双馬,……本元の理由は君とあまり変わらないさ。……ぶどうヶ丘総合病院に行こうとしていてね
静,……ま、まさか……アンタが兄さんのお見舞いに？マジで？キャラじゃあないわねーッ
双馬,違う。断じて違う。……空条承太郎に呼び出されたんだよ。今回の事件の事で聞きたいことがあるとな……どこで僕という存在を知ったのかは知らないが、僕としても多少後ろめたい所がある。……行きたくはなかったが仕方なくってね
静,…………承太郎さんに？
双馬,ああ
静,……承太郎さん、杜王町に来てるの？
双馬,そのようだね
静,……
双馬,……どうした？
静,……今回のことで、あたしら怒られないかなァ……？元はといえばあたしらが本を盗んだのが悪いんじゃあない？あたし……承太郎さんは好きだけど、あの無口な迫力がなんか怖くってさあ～～あー怒られたらどうしよう……ユーウツだわ～～ッ
双馬,……そんな事はどうでもいいよ。とにかく僕は、空条承太郎に会うために病院へ向かっていただけだ。……そしたら君が、面倒事に巻き込まれているのが見えてね。見学がてら来てやったんだよ。……その結果、無様にもおぼれている君を助けることになるとは、思いもしなかったけどね
静,……面倒事……はッ！。さっきのスタンドはッ！？。……い……いない？
双馬,……君が海に落ちたあたりから、スタンドの姿は消えていたよ。……僕が来たからかな？2体1じゃあさすがに分が悪いとでも思ったんじゃあないか？
静,それは違うわ
双馬,……何？
静,……ヤツは遠隔自動操縦型……そんな事を考えて動けるわけがないの。きっと…………きっとあたしが、何か追尾固定ロックオン
双馬,頭がパーのくせに深く考えるのはよせよ。知恵熱が出て入院しちまうぜ？君もォ～～……
静,……双馬、さっきの骨の犬のスタンドが消えたのは、いつだって言った？
双馬,……君が海に落ちたあたりだ。いや、違うな……正確に言うなら、君が海に落ちたら消えた……という感じかな
静,……あたしが池に落ちた時も、ヤツの姿は消えていた……
双馬,……？
静,……濡れる事が消える条件？それなら追いかける条件は何？……濡れるんじゃあなくって……濡れた事で何かが変わったから……？
今日は暑かった……セミの声がうるさい,ヤツが追いかける
……あたしは冷房の効いた車内を求めた……,ヤツが追いかける
セミの声……冷房の効いた車内……,追いかける
静,……はッ！！
双馬,なあ静……そろそろ上がってきたらどうだ？僕もボランティアでやってるんじゃあないんだよ。……自分で言うのも何だが、ペーパー・バック・ライターは貧弱でね。君はあらゆる所がスレンダーだからまだマシだけど、それでも支えているのは疲れるんだよ
静,……いえ、双馬……ここよ。この位置がとてもいいの……
双馬,……？
静,スタンドの謎を解明するのには、この位置がとてもいい。……双馬、アンタライター持ってたわよね？
双馬,……ああ。それが？
静,今も持ってる？貸してくれないかしら？少しだけ……
双馬,……海に落とすなよ。高級品だぞ
静,中坊がライターなんか持ってるんじゃあないってのーッ。タバコでも吸うのかよ。似合わないわねーッ……
双馬,……
静,……さっきのスタンドは……あたし最初、熱に反応してんのかと思った。あたしの体温が上がったときに攻撃してんのかとね。……だけど、違うわね……
双馬,……
静,人間って体温が変わらない恒温動物だから、1、2度体温が上がっただけで調子が悪くなるでしょう？微弱な体温の変化を感知してんのだとすると、そんなの様々なタイミングで起こりすぎちゃうし……無差別にいろんな人を襲いたいんだったらともかく、一人の人間を攻撃対象にするには不便よね、それって……
双馬,……何が言いたい？
静,……体温の変化じゃあないけど、それに近い現象だって事。……ヤツの追尾固定ロックオン。……ライターの火……すごく小さくて、儚い火だけど……
双馬,……
静,こーやって、顔に近づけるとさ……
双馬,……
静,……やっぱり、ホラ……。……暑い
双馬,！？――なーッ――！！。！？……？……何ッ……！？
静,……ブクブクブク……
双馬,今ッ！一瞬だけ空中にッ！骨の犬のスタンドが現れたッ！し、しかし……静が海に顔をつけたらまた姿が消えたぞ……どういう事だ？これはッ！？
静,ブクブク……ガバガバガバ……！
双馬,……？
静,助……けえ……けぇ……ブクブクブク……
双馬,おいッ！お前ッ！！溺れてるんじゃあないのかッ！！
静,エホッゲホッ！ゲホッッゲホッ！！ま……また助けられちゃったわね。……実験で死んでたらシャレになんないわ。けど双馬ァ～～、いきなりバック・ライターの腕離すのやめてよね。沈んじゃったじゃあないのよ……
双馬,あ、ああすまない……って、僕が悪いのか？これ……？
静,けど、今の実験でよーくわかったわ。ナゾ解明ィ～～。1000ピカラットくらい？
双馬,何？
静,あ、もういいわよ双馬。悪いけど港に上がるの手伝ってくれる？
双馬,……
静,うげェ～～やっぱりビッチャビチャだわ。せっかく乾きかけてたのに。……ねえ双馬、ブラヒモ透けてない？大丈夫？
双馬,ブラしてるのか？する意味あるのか？どこの層に需要あんのォ？
静,言ってくれんじゃあないの……ケンカならいつでも買うからね？あたしィ～～
双馬,あーあ、いつでも販売中だよ。大特価セール中だ。で？……スタンドの謎というのは……
静,……
双馬,……一体何だ？
静,……汗よ
双馬,……あせ？
静,今日は暑かった……あたしはセミの声を聞いた……冷房の効いた車内を求めたし、走っているときはつねにそーだったわ
双馬,……
静,標的はあたしで追尾固定ロックオン
双馬,……何だ……その、ふざけた攻撃は……？
静,フザケてよーが攻撃力はマジよ。あたし以上のパワーを持ってる。あたしはこれから……。汗をかかないように病院へ向かわないといけないッ！！。手汗とか……ムレたお尻は大丈夫なようだけど……額をタラリと、汗が流れ落ちたら
双馬,……
静,あたしは自動的に追跡されて、敵の謎の犬に攻撃される……！！
双馬,バカげた能力だと笑い飛ばすのは簡単だ。しかし……これは存外、やっかいな能力なんじゃあないか……？。今は7月……真夏日というやつだ。じっと立っているだけで暑くて汗が吹き出る。この中をどうやって汗をかかずに病院まで行くのか？……と、いう事を考えなくてはならないな
静,ええ…………
双馬,……
静,…………。ねえ双馬、今いちパクリっぽいんではあるんだけどさァ～～……一コギャグ思いついた
双馬,……
静,聞きたい？言ってあげてもいいけどさ
双馬,君……今の状況を理解しているのか？今君は……命を狙われているんだぜ？
静,聞きたいの？聞きたくないの？どーなのよ？あたしは二度と言わねーからね？
双馬,……………………じゃあ聞きたい
静,オッケー、まず宿題を用意してもらっていいかな……？期限がギリギリに迫っているヤツよ。今すぐにでもやらねーとマジにマズいヤツ
双馬,……
静,なかなかヘビーにムズかしいヤツを用意するのよ……担当の先生もプッツンきている怖ーい先生のやつがいい
双馬,……
静,……宿題をォォ～～～～。～～透明にしてやったぜェェェ～～～～ッ。ワイルド・ハニ～～ィだろォォ～～～～ンッ？
双馬,…………
静,……どよ？どうなのよ？
双馬,……いいな静。気に入った！
静,マジすかッ！？
双馬,あっ……ヤバイ、スゴクいい。激ヤバかもしれない。完全にワイルドになりきれてないあたりがジワジワくる。傑作っていうのかな……クセになるよ。一昔前なら大ヒット間違いなしだよ
静,マジすか！！マジそう思う？実はひそかにあたしもそう思ってんのよォ～～吉本行く？
双馬,ワイルド・ハニ～～ィ
静,ワイルド・ハニ～～ィ♪
双馬,……それで、静？……君がそんなに余裕ぶってる理由は何だ？
静,ええ……まず、肩の力を抜くことが大切かなって思って。汗をかかないようにしようと思ったら、余計汗かいちゃうのよ、こういうのってさーッ。まずはリラックスしてのんびりと前に進みましょう。ほら見て、双馬……あそこのコンビニ
双馬,……何だ？
静,出入口が2つあるタイプのコンビニよ。前から入って後ろから出れば、涼みながら前に進むことが出来るわ
双馬,……微々たるものだな
静,そーいうのって大切よ。それに……別にあーいうタイプのコンビニじゃあなくっても、町には店がいっぱいある。一つ一つの店に入ってクーラーに浴び続ければ……汗をかかないようにするのも不可能じゃあないわ。さて、とりあえず買っておくものは……
双馬,何だ？買い物するのか？
静,ええ……ちょっぴりお腹すいちゃったし、それに……ホラ
双馬,……水？か？
静,いざという時、こういうものがあれば……頭にかけることで汗を洗い落とせるでしょう？それにこれ自体もキンキンに冷えてるから、身体を冷やすことも出来るわ
双馬,……
静,ついでにお菓子も買っちゃったりして
双馬,なるほど……すごくうらやましいな。僕にもドーナツを買っておいてくれ
店員,アリガトゴザイマ――ス！
静,道はこっちで合ってるのよね？イマイチ地理感がつかめないわ
双馬,ああ。この坂道を上がっていけば、病院に着く
静,……しかし、あたしはいつからこの敵スタンドに襲われているのかしら？……敵はそれほど遠い位置にいるとも思えないんだけど……
双馬,……その事だが、静
静,うん？
双馬,……僕は思うんだが……敵スタンドの攻撃条件が汗をかくことだとして……君がこれから先、全く汗をかかずに動いたら、だ。……敵スタンド使いはどういう行動を取るだろうな？
静,……？。ふう、涼しい。……どういう事？双馬……
双馬,……いや、何……そのまま諦めてくれるようなヤツだったらいいんだよ。しかし……ストーカーみたいに執拗なこの攻撃……敵スタンド使いがそのまま諦めるとは、なんだか到底思えなくてね
静,……
双馬,きっと、本体自身が攻撃を仕掛けてくるか……何とかして君に汗をかかせようとするか……そのどちらかの行動を起こすんじゃあないかと、僕は考えている
静,そう……それだと、厄介ね……
双馬,ああ……
静,……やっぱり氷とアイスも買っとこう
双馬,……そんな簡単な事で解決するのか……
静,……あッ
双馬,どうした？
静,……双馬ァ～～悪いんだけどさーッ、ちょーっとだけ……お姉さんにお金貸してくれないっかな～～ン？
双馬,……何で僕が？
静,見てこのお札。……水に濡れてシッワシワなの。おばーちゃんみたい……さっきは500円玉で払ったけど、もう小銭持ってないのよねーッ。後で銀行行って変えてもらうからさ～～、ネッ？
双馬,……後で返せよ？
