・このSSは,静・ジョースターの奇妙な日常
双馬,あとは……折り紙だったか？。ペーパー・バック・ライター。蝉が脱いだらな……セミヌード～～……ガキに言うネタじゃあないな
那由他,わあ……！
双馬,僕の近くにいる時なら、紙くらいいくらでもやるよ。好きなだけ折れ。……金とか銀とかピンクとか、カラフルな紙は無いがな
那由他,ありがとうございます！すごい……うれしいですッ！
双馬,フン……浮いた500円は、父親のためにでも使ってやるんだな
那由他,はいッ！
双馬,僕も、買ってみるかな……
那由他,えっ？
双馬,何でもない。……おい、鶴の折り方はそうじゃあないぞ
那由他,あ、そうなんですか？あたし、くわしく知らなくって……
双馬,そこで三角に潰すんだよ。中に指入れて……
那由他,こうですか……？
双馬,そうそう。それで――
静,……何やってんの？双馬
双馬,……
静,……
双馬,……
静,……
双馬,……何の用だ、静……！
静,ちょっとシャーペン買いに。……アンタ口リコンなの？
双馬,黙れ
静,いや、あのさあ……あたし別に、個人の性的嗜好に関してとやかく言うつもりは毛頭無いわよォー？でもさあ、今の状況……どう見てもヤバい感じっつーか……
双馬,黙れと言っている
静,それか、もしくは仲の良い兄妹っていう風に見えるわねーッ
双馬,なら良いだろうが
静,いや、アンタの性格を知ってるだけに、かなり異常に見えるわよ。帽子を脱いだ承太郎さんっつーか、リーゼントやめた兄さんっつーか……
双馬,なるほど。ありえない存在だと言いたいのか……！。僕だって、ガキ一人ひとりに声かけて遊んでやってる訳じゃあない。この子がな――
静,あれっ？那由他ちゃんじゃん
那由他,あッ！静お姉さまァァ～～ッ！！
双馬,…………
那由他,お久しぶりですゥ～～ッお姉さまァ～～ッ！
静,今日も顔つきはブアイソーなくせに元気ねェー。よしよし。……最近スタンドで悪いことしてないでしょうね？
那由他,してる訳が無いじゃあないですか！お姉さまにこらしめられて以来、悪いことなんて、ちっとも！
静,なら良いんだけどォー……那由他ちゃんちょっと、髪型変えた？
那由他,わかりますか？お姉さまみたいなショートにしようと思ってェ～～……似合います？
静,うん、可愛いわ。けど那由他ちゃんは長いほうが似合ってるんじゃあない？
那由他,そ、そうですかァ～～？お姉さまがそう言うなら、あたし……伸ばしますッ！由花子お姉さまみたいにッ！
静,そ、それはやめときなさい……あれスタンドだから、あたし達には無理よ
那由他,えーッ、でっもォ～～……
双馬,……
那由他,では、お姉さま。あたしはこちらですのでェ～～
静,うん。またね、那由他ちゃん。億や……お父さんに4・6・4・クゥウ～～
那由他,はいッ。それではァー
双馬,……知り合いだったとはな
静,まあねェー。兄さんの友達の娘さんよ。初めて会った時、スタンド絡みで一悶着あったけど……あたしがこらしめたら大人しくなったわ
双馬,大人げない奴だ
静,抜き差しならないことってあるのよ
双馬,フウン……
静,あたしの方こそ驚きよ。那由他ちゃんの事知ってるなんて
双馬,ただの顔見知りだ。大したもんじゃあ無い
静,ていうか……アンタ、商店街で何してたんだっての？
双馬,別に……家の洗濯機が壊れてね
静,洗濯機？
双馬,洗濯槽のネジが折れたらしい。新しいのを買おうと思い、電気屋を見たが……どうにも気にいるものが無くイラついてた所だ……
静,……洗濯機なら、あたしの家に一台あまってるけど？
双馬,…………
静,兄さんが家を新しく建てた時、ついでに家電製品も新しくしてさ。何台か、まだ処分出来ずに物置に仕舞ってんのよ。……よかったら、いる？
双馬,…………いや……いい
静,いらないの？……なんか未練タラタラ！ってェー顔だけど？
双馬,……いらない。……お前から施しなんて受けない……借りを作るのなんてゴメンだ。もらってしまったら、これから先ずっとお前の事を静さんとか呼ばないといけないのか？ありえるか？そんなの……僕は何も聞かなかった……買わないとならないんだ、自分で……
静,……何言ってんのかわかんないけど……別に、そんな古くてボロいモンとかじゃあねえのよ？一応新しめのドラム式でさァ～～……乾燥機能もついてる
双馬,!……
静,ただ、ちょっぴりでかいから買い替えたってだけ……ホントそれだけなのよ？もらってくれたら、こっちも処分する手間ァー省けて助かるんだけど……
双馬,……。本当にそれだけ？
静,ん。でかいだけよ。アンタん家のスペースに収まれば全然大丈夫。……問題無いわ
双馬,……助かるのか？お前？
静,マジに助かるわ。最近はあーいうの、捨てるだけでカネかかるでしょォ～～？何よ、捨てるのにカネかかるって。拾って帰るか？ってのならまだしもさあ～～
双馬,……なるほどな。……まあ、どうしても……と、いうのなら……
静,ん？
双馬,……もらってやらん、でもない
静,……その言い方はちょいと気になるけど……交渉成立よ。タダでもらってよ、双馬
双馬,ああ
静,じゃっ！ちょいと今からアンタん家行って……キチーンとスッポリスペースに入るかどうか、見てやろうかしらねェェエーッ
双馬,…………
静,……何よその顔
双馬,……僕の家に来る気か？
静,あたしアンタん家行ったことなかったしねェ～～。茶ァーくらい出せよッ？
双馬,……
静,無言で歩くんじゃあねーッ！そんなにイヤかッ！？あたしがアンタん家行くのッ！！
双馬,……
静,……別荘地域？アンタこんな所に住んでんの？
双馬,ああ。……ここだよ
静,古ッ……あッ、イヤ！いーい家ねェ～～。なんか古風でさーッアジがあるっつーか……
双馬,古くてボロいだろ？
静,え……い、いや……
双馬,事実だ。別にいいさ。こんな家しか、中学生の僕には借りられなくてね……そこの板踏むな。腐ってる
静,お……お邪魔しま～～すッ
双馬,あまり散らかすなよ……。そこの部屋で座ってろ。……すぐに茶でも出す
静,ええ。……双馬？
双馬,何だ
静,……何？あの……黒い染みは？
双馬,……大した事じゃあない。以前、ここで生活していた家族が心中してね……夏の日だったのだが……発見されないまま一家の身体は腐り、横たわっていたそこに染みが残ったんだ
静,ウゲエ……
双馬,そんな顔するな。興味本位でそこの記憶を読んだが……読むんじゃあなかったと後悔したんだぞ、僕は。……他にも、昔この家に住んでいた青年は、若くして転落死したりと……この家は色々と、良い話が無くてね。住めば死ぬ呪われた家とも言われてる。タダ同然で借りる事が出来たよ
静,……ふうん……
双馬,……コーヒーでいいな？飲んだらすぐに洗濯機を見て、さっさと帰れよ
静,……ねえ、双馬。さっきから、少し気になってたんだけど……。……アンタのお母さんって……？。……
双馬,……ただいま。母さん。今日は少し……騒がしい客人がいるけど……。……気にしないでくれ。すぐに帰らすよ。これ……駅前商店街で買った、ケーキ……父さんと一緒に、食べてくれよ……
静,……
双馬,……何だ、静
静,……いや、何も……
双馬,……人のプライベートにズカズカ土足で入り込んでくるんじゃあないぜ。……僕にだって、見せたくないものくらい、ある
静,……ごめん
双馬,……フン
静,……アンタも……
双馬,……
静,……アンタも、苦労してんのね
双馬,ハッ、よせよ……センチになってんじゃあないぜ。どこにでもあるだろう、こんな話……
静,……
双馬,……だから、僕は……父に会わないとならないんだ。……父に会って、殴り飛ばして……そして、幸せに暮らすんだ。……暮らさないとならないんだ。……母のためにも……
静,……
双馬,……
静,……双馬
双馬,……何だ
静,あの、さ。……あたしも……
双馬,……
静,あたしも……お線香、あげてもいい？
双馬,…………ああ。母も、きっと……喜ぶよ
静,……ありがとう
双馬,……。……クソ、静め……あいつ……。鞄を忘れていくなんて、一体全体どういう事だ？あいつの頭の中はどうなってやがる……この鞄と一緒でカラッポか？クソ……。いっそ、こいつを紙飛行機にして飛ばしてやろうか……面倒だしな。少しは僕の気も紛れるし。ともかく、僕をこうして使いっ走りさせた罪は重いぞ。あの野郎……今度はもっと高いドーナツせびってやるからな。それか、昼飯でも奢らせてやるッ。イタリア料理の店が霊園近くにあるらしいし、日本料理の店でもいい。一番高いコース頼んでやるッ。あいつめ……。……！？。……。……。……君は……
図書委員,……どうして、私の事を見てくれないのかなあ？……双馬君は……
双馬,図書委員……野高梨子……！
図書委員,双馬君……なんでそんな鞄持ってんの？どういう事？……
双馬,……野高さん、君……どうしてこんな所に？
図書委員,質問を質問で返すな
双馬,……
図書委員,……ニコオ～～ッ……あのね、双馬君。……双馬君は全く全然知らない事かもしれないけどね。……私ぃ、双馬君の事……好き……なのよ
双馬,……
図書委員,だけど、ね？双馬君……今日、っていうかずっと前から……私の事、少ォし避けてた……でしょッ？……あ！わかってる！わかってるわよ！恥ずかしがってたのよねッ！？そんな事は理解してるわよォォ～～……けどさあ、双馬君……。なんで……あのメス豚とは……親しげにしてるの？
双馬,……。メス豚とは……静の事か？
図書委員,ハァ～～イ！大正解ッ！花丸あげちゃうッ！よくわかったわね……これが以心伝心、ツーといえばカーってヤツう？
双馬,……別に……彼女とは親しげになんかしていない。ただ……
図書委員,嘘をつくな
双馬,……
図書委員,……私さあ、昔の自分からは信じられないんだけど……今日ね、あのメス豚と楽しそうにしている双馬君を見てたら……プッツンきちゃってさあ。……一日中、ずっと……双馬君のこと、つけてたのよ？
双馬,！……
図書委員,双馬君が私以外の女の子に……年下の子にデレデレする所とか、メス豚を家に連れ込む所とかも全部見てた。……お風呂の中を覗けなかったのは残念だわ
双馬,……
図書委員,ねー答えてよ……双馬君？あのメス豚を家に連れ込んでさあ……ナニしてたのかなァァア～～ッ？ああ？言ってみろよ……オイ
双馬,……
図書委員,バカな事ォぬかしたら……わかってるよなあ？
双馬,こいつ……イカレてるのか？クソ……。別に……何も、していない
図書委員,…………
双馬,僕はあいつに好意なんてよせてない。僕に彼女なんていないし、その候補もいない。……頑張れば君にもチャンスはあるよ。たぶんな
図書委員,……
双馬,……これで満足か？僕はまだ食事をとっていないんだ。用が済んだなら……行ってもいいかな？野高さん？
図書委員,嘘よ
双馬,……
図書委員,双馬君……嘘をついている。私と喋ってる時と……あのブタと話してる時……違うわ。顔が……全然違う
双馬,……君の思い込みだろう
図書委員,ねえ。双馬君……もっと私をよく見てよ？なんであんなブタを見るの？養豚場のブタじゃあなく……私を見てよ。なんであのブタに欲情するの？お肉屋さんの店先にならんでるピンクの塊が好きだとでもいうの？
双馬,だから、僕はあいつと――
図書委員,私を……私を見てくれないのなら……！！私のほうを、振り向いてくれないというのなら！私、私――！！！
双馬,ぐッ！？……な、に……？
図書委員,……無理矢理にでも、振り向かせちゃうわよ……？
双馬,ぐはっ！……こ、こいつは……！！。スタンド……だと！？何故、君が……！！
図書委員,えッ！？双馬君……見えるの？これが？ええェェエ～～ッ！ウッソオ。すごい……本当に？
双馬,……なんだと？
図書委員,これが見えるなんて……やっぱり双馬君、私と相性がいいんじゃあない？だって男と女がずっといっしょに生活することで大切なことは、愛を持つことと、共通の価値観だとか同じ目的を持つことでしょう？
双馬,……何を言っている……
図書委員,つい最近、ね。……夢の中で、おおきな魚に……口の中からギラリと矢を光らせる魚に、出会って……そして、その矢に貫かれたの。その衝撃にビックリして目を覚ましたら、こんな素敵な超能力を使えるようになったのよ。素晴らしいわよね？フフ……
双馬,クソ……チェスタめ……！
図書委員,もしかしたらあれは現実だったのかしらね？どうでもいいけど……この力さえあれば、私は……至上の愛を手に入れる事が出来る……！
双馬,ふざけるなッ。そんなスタンド――
図書委員,フン
双馬,グエーッ！？。――えッ？糸！？。何ィィ～～ッ！これはッ……クソ！千切れないッ……！
図書委員,無駄な事はやめてよ双馬君……もう、結ばれるしかないの。私と貴方は……。私の能力……至上の愛ミリオン・トゥ・ワン
双馬,！……
図書委員,クク……
双馬,ぐっ……う！……うう……！！。糸ッ！僕のアゴについているこいつはッ！！ヤツのスタンドの指先に繋がっている……最悪！。なんとかして……抜けださなければならないッ！この攻撃からッ！！し、しかし……どうやってッ？
図書委員,あふぅぅぅう～～……～～うう……。懐かしい……思い出すわ。ポールジーン……エースピーター……
双馬,！……
図書委員,……私ね、普段は大人しくって、他のみんなの言うことにうんうん！って頷いて生きている訳なんだけど……こう！って自分が思ったら、テコでも動かない性格……サガだから……
双馬,……
図書委員,……子供の頃、友達はお人形だけだったわ。人と仲良くするの苦手でさ。……ポール、ジーン、エース、ピーター……彼らと友達だったの。……ポールは愛の戦士でね、ジーンは地獄からやってきた悪魔なの。みんな、みいんな、私の言葉を聞いて相槌を打ってくれたわ。……糸を引っ張ったらね
双馬,……
図書委員,……けど今はメイがいるッ！私には大切な友達が出来たの
双馬,！！……め、メイだと……！
図書委員,ええ……。……彼女の言葉は素晴らしいわ。本当に……私が自分の本性を隠して生きている事に、怒ってた。もったいないってね。目覚めたばかりのこの私の力の、正しい使い方を教えてくれた。……もう人形はいらないわ。エースもピーターも……私が彼女の操り人形になり、私が貴方を操り人形にする。これって、あああァ～～……素敵でしょう？
双馬,フン！偽りの薄っぺらな友達がか？何も素敵な所など無いと、僕は思うがな……！
図書委員,ン？
双馬,くらえッ！！
図書委員,あァアー？。……何?今の……
双馬,……
図書委員,……紙飛行機？私のかわい～～い頬にちょっぴり傷をつけたようだけど……まさか、それで攻撃が終わりだとでもいうつもり？見当違いの方向へ飛んでっちゃったわよ……何がしたかったの？
双馬,……今のが……僕の最大級の攻撃さ……
図書委員,……
双馬,僕のスタンドは攻撃力が無い……こんな細い糸すら切れないくらいにな。この貧弱さ加減は僕が一番良く理解しているんだ……。しかし……しかしだ!今のは僕の最大級の攻撃だぜ。……それを、よく……
図書委員,……
双馬,……覚えているんだな……！
図書委員,……ミリオン・トゥ・ワン
双馬,うぐっ！。ぐっおおッッ！！
図書委員,……物を紙にするのが、双馬君の能力なの？へえ……面白いのねえ？
双馬,ああ……情報収集には最適だよ。君の腐りきった本性は読めなかったがな……！
図書委員,ふうん……って事は……
双馬,！？
図書委員,……私の能力についても、読めてなかったのかなあ？
双馬,右手が……勝手に！？。うげエッ！。さ、さっきまで付いていなかったのにッ！？……はッ！こ、この糸の量はッッ！！？
図書委員,わかる？今4回殴ったからね……だから4本
双馬,ヌ……！
図書委員,私のミリオン・トゥ・ワンの糸の量は10本……一つの指につき一本よ。わかりやすいでしょう？でさ！その糸……全部双馬君につないじゃったら……どうなると思うゥウ～～？
双馬,……考えたくは無いなッ。ペーパー・バック・ライターッ！
図書委員,無駄だって
双馬,う……おおおおおおおおお！！！。く、そ……この野郎～～ッ……
図書委員,やめてよ双馬君……私は別に、貴方を傷つけたい訳じゃあないのよォ？ほら！立って……
双馬,ううッ！
図書委員,そのまま……私を抱きしめて、キス……してよ……
双馬,！……
図書委員,ただのキスじゃあ嫌ァよ、私……ディープで熱いやつがいいわ。レロレロレロレロレロレロレロ。恋人が愛する人にするやつがいい。愛と愛を確かめ合うのよ。だって、ほら……双馬君は私のものでしょう？
双馬,……
図書委員,あんなブタじゃあなく、私を見るのよ。双馬君は。……最初はこんな無理矢理な方法だから、双馬君は嫌がるかもしれない。けどね……いつか貴方はきっと私を愛しい人だと思う。通じ合うただ一人の人間だって思うようになるわ。その第一歩がこのキスなの。さあ、舌を出して……
双馬,……
図書委員,……キスをしましょう？愛を確かめ合いましょう？私は、ただ一人の私なのよ。双馬君……逆らわないで、絶対に。貴方はもう……。……私の人形なんだから。ね……？
双馬,…………ハア～～……。馬鹿か？お前……何故この僕が、お前なんかを愛さなければならないのだ？
図書委員,……
双馬,僕がお前の人形だと？馬鹿も休み休み言え。この僕がいつお前なんかの人形になった？お前は舐めすぎだ……この僕を……
図書委員,……
双馬,この双葉双馬を舐めすぎだッ！馬鹿にするんじゃあないぞォォォ――ッ！！
図書委員,ならば思い出させてあげるわッ！！貴方が何者なのかをッ！！その身をもってねェェ――ッ！！
双馬,僕が何者なのか？決まっているだろう。……僕の名前は双葉双馬。スタンド名は――。――ペーパー・バック・ライター
図書委員,あぎゃああッッッ！！？
双馬,……
図書委員,こ、れは……！なんで……いきなり……ぐ、うう……！？
双馬,フー……丁度いい位置に来るまで、時間稼ぎをするのが大変だったぞ
図書委員,な、ん……ですって……！
双馬,ペーパー・バック・ライター……物を紙にする能力を持っているが、何も情報収集だけが使い道じゃあ無い。……さっき倒れた拍子に紙にしたブロック塀の一部を……元に戻し、ブチ当ててやったッ！！
図書委員,う、うう……そんな馬鹿な……嘘、でしょう……！
双馬,……血がダラダラ出ているぞ。頭蓋骨にヒビでもいったんじゃあないか？悪いことは言わない……病院に行け
図書委員,うう……
双馬,……これで、僕の気持ちがハッキリわかっただろう？あまりこういう事は言いたくないんだが……君の事は大ッ嫌いだよ。もう話しかけないでほしいとすら思ってる。……ま、それでも僕は……円滑で何の問題も無い、静かな生活というものを望んでいるんでね。学校で会ったら、また表面上はただのクラスメイトを装おうじゃあないか。……な？
図書委員,……
双馬,……それじゃあ、またな。……野高さん……。！！……な……？。何だとォォ～～ッ！！ぐ……うおっ！！。うぐおおおッッ！！？。なんて……スタンドパワーだ……ぐうう！
図書委員,……。……ティディベアを……持っていたのよ。隣に住んでた子は……
双馬,！？……
図書委員,名前なんて覚えていないわ。隣の子……私が小さい時に住んでいた家の、隣にいたの。その子……ティディベアのぬいぐるみを、持っていた。……大きくて、可愛いの……すごく素敵な、ね……
双馬,……
図書委員,本当に、素敵だった。……私の持ってるどんなお人形よりも、可愛いかったわ。……エースもピーターも敵わない。……ポールや！ジーンなんかよりも！可愛かった……素敵だったのよ
双馬,……何の話を……している……！？
図書委員,けどね……そのティディベアは私のじゃあ無い……隣の家の子のものよ。どんなに素敵だと思っても、私はそれを手に入れる事なんて出来ないの。隣の家の子とは、そんなに仲良しじゃあなかったしね。……だからさあ～～～～私さァァア～～……ガマン出来なくって……
双馬,？……
図書委員,……ズタズタにしてやったの。そのティディベア
双馬,！！……
図書委員,私のものにならないなら、消え失せたほうがマシって思ってね。……何度も、なんども、ナイフで突き刺して、切り裂いて、バラバラにしてやった。……私が愛せないものは、私の前から消えればいいのよ。……久しく忘れていたわ、この感情。あの頃の記憶。……ああ、あの時、私……。……すっごく、興奮していたわ……！！
双馬,！！。何ィィ～～……！
図書委員,双馬くゥん……貴方が私の愛を受け止めないって言うのなら……貴方が、私を……愛さないっていうのなら……殺してやるわ
双馬,！！
図書委員,……あの時のティディベアのように、ズタズタにして！バラバラにして！！ボロボロにして！！！……本当に十二指腸の長さが指十二本分なのか？実際に確かめてあげる。……十三本分だったら切って短くしてあげるわ
双馬,！！……
図書委員,肩胛骨をブチ割って！上半身を腰寛骨まで鯵の開きのように裂いてやるわッ！ギャハハハハハハハ――ッ！！
双馬,――！！
静,ドラア！
図書委員,ホガァ――ッ！！？
双馬,お？……ナイフと僕に付いていた糸が取れたぞ
静,フー、全く……やれやれね
図書委員,あがァァァ――ッ！？
双馬,遅いぞ、静……ひどい目にあった
静,悪かったわね。これでもかなり急いだんだっての。で……ノリで殴っちゃったけど、この子何？
双馬,……メイの友達だとさ。僕が好きだって言って……殺そうとしてきた
静,グレート、そりゃあプッツンきてるわ……アンタの事が好きっていうのが得にね
図書委員,な、なんで……どうしてエッ！？何故、お前が……メスブタァァッ！！
静,……
図書委員,なんで……いきなりッ！！お前がここにいるんだあああああァァッッ！！？？
静,……呼ばれたからね
図書委員,そ、その紙飛行機はッ……！！
静,……几帳面なこいつが、スタンドも使わずにこんな方法で、あたしに鞄届けるなんて……その上、私が受け取ったというのに、紙から戻らないなんて……何か大変な事でもあったんじゃあないか？って、思ってね。……紙飛行機が飛んできた方向を、たどってみたのよ。あー疲れたわ
双馬,……言っただろう？野高さん……
図書委員,な？……
双馬,この紙飛行機は……僕の最大級の攻撃だって、な……！
図書委員,ま……負けた……愛の力に、負けた……わ……
静,だから、コイツは恋人でも何でもないってのッ！
双馬,放っておこう、静。……しかし、珍しく助かったぞ
静,珍しくは余計よ
双馬,……攻撃を受けていて、急だったからな。メッセージもなにも残せない状態だったが……よく来てくれた
静,ま……あたしとアンタの仲だからね
双馬,……
静,……
双馬,……どういう仲だ？
静,さあ？……恋人って関係は絶対違うし、友達というにはお互い、人には言えない秘密を共有しあってる仲……
双馬,……
静,……その……親友とか、世間一般では……言うんじゃあないの？
双馬,…………親友……か
静,……
双馬,……。……馬鹿みたいな間柄だな
静,ええ。……全くもって、その通りだわ
双馬,……
静,……
双馬,……。……馬鹿みたいだ
静,……そうね
双馬,……フン。馬鹿みたいな話のついでに……静、今少し……ギャグを考えたんだが
静,……
双馬,聞きたいか？……何だその顔は
静,べっつにィ～～？ただ、ちょーっとメズらしいなァーッって、思ってさ
双馬,ま、そうだろうな。……こんな話をするのは……
静,？……
双馬,……お前くらいだよ
静,……そりゃあ、いいわね
双馬,で？聞きたいのか？聞きたくないのか？どっちなんだ？
静,聞きたいわよ、そりゃあもうバリバリにッ。そんなの？
双馬,OK、まずこうやって、手で円をだな――……
図書委員,あああああああああああああああ！！！！！…………
ウォーケン,……教室からいきなり、一人の人間が消え去ってもねェー……誰も気にしないもんなんだよ、実際。……世界はとっても大きくて、そして、とっても小さいんだ。ああ。静かに暮らしたい。……天国で、幸せに……静かに
スタンド名―ミリオン・トゥ・ワン,至上の愛
本体―図書委員,野高梨子
操るものが複雑な形をしている場合、,人間のように関節が多い等
名前元ネタは、キッスのAMillionToOne,至上の愛
