・このSSは,静・ジョースターの奇妙な日常
仗助,ホイッ！デザートのバナナのフライだぜーッ！自信作っ！チョコレートソースをたァ～～っぷりかけて食べてくれよなッ！
純,きゃあーッ♡美味しそうっ！お肌に悪そうっ！いっただっきまァーすッ！
静,……うまっ
純,……で、静。アンタどうすんの？今日コクってきた子……私は悪くないと思うけど？
静,……悪いんだけど、名前も何も知らないもの。そういうのはナシよ
純,そーいやアンタ、仲の良い男子いたわよね？もしかして……あの誰かと付き合っていたり？
静,無い。全然、そういうの、無い
純,そーお？けどアンタ、ツラはいいんだから、付きあおうと思ったらすぐじゃん。これからは好意的に考えてみたらァ～～？ケンヂ君とかピッタリじゃん
静,誰よ、それ？
仗助,……ぐ……うう……！。静に彼氏……いや、そりゃあ喜ぶ所だろうし、この歳にゃあ彼氏も珍しくねェーッ。しかしなんだかそういうのは気に食わねえっつーかよーッ……もし彼氏なんかが出来たら、一回呼び出して根性見てやらなきゃあ気がすまねえっつーか……
純,……アンタ、お兄さんに愛されてんのねェ
静,過保護なだけよ……たまーにうっおとしいんだから、あれ
純,さーてっ！お腹いっぱいご馳走様になったし、そろそろ私は帰ろっかなァ～～っとォ！……またお兄さんがむせび泣いてもイヤだしね
仗助,ん？……お、おう帰るのかァ？送ってってやるぜ？
純,あー……ご心配なく。一人で帰れますので……ホテル暮らしだって知ったら、面倒くさそうだしね……。じゃあ静、また明日学校で――……は、会いたくないわね。アンタとは顔合わせたくねーッ
静,何よそれ……もうメシ食わさないわよ
純,作ったのアンタのお兄さんでしょ
静,次はアンタの肉全部透明にしてやるわ
純,じゃあ～～私は肉をルビーに変えてやるわよッ！アハハハハハハハ！
静,……騒がしいヤツ……
仗助,良い友達じゃあねーか。大切にしろよ？
静,うん。……あ、兄さん
仗助,ん？何だ？
静,心配しなくっても……あたし、当分は彼氏なんか作んねーわよ
仗助,べ、別に心配なんかしてねーっスよ！ふ、風呂でも入っかなァ～～っと！
静,……変な兄さん。ハァー……今日は疲れた。ドッと疲れた……。……底なし沼で寒中水泳やったような疲れだわ。……あー、明日の授業の準備、してない……まあいいわ。明日……起きてから準備、しよう……。ワイルド・ハニー……電気消してェ……。……おやすみなさァい……。……はあ……純のヤツ、好き勝手言って……あたしに恋愛とか、そんなの……いらないし、まだ早いっての……。……恋人……彼氏、かあ……どんな事、するんだろ……一緒に登校したり、放課後一緒に帰ったりとか……するんだろうな……。……で、たまには彼氏の家行ったり……公園で一緒にベンチ座って、お菓子……ドーナツでも、食べたりすんのかな……。……あれ？。それって……双馬とやってる事、変わってなくない？。って、無い無い。それは無いっての。マジで。……好きとか、嫌いとか……。……よく、わかんないっての。……虫の音が、心地いい……。……。……。……すう……。！！？……かッ……！？。が……な、に……！？。！？。お前っ……カハッ！息、が……呼吸がッ……！。――ゥお前何者だァ――ッ！！ワイルド・ハニーィィッ！！。……はッ！？。！？……え？……は……？。！！。なッ……何でもないッ！何でもないから、兄さん寝てて大丈夫だからッ！。……何でもない……けど……ハァハァハァ……。……何か居る。…………ぐッ……。ハァー……ハァー……
純,あ、静。おはョ……ッホン！ゴホン！オホン！オホホーンッ！……おは……イオッ！
静,……
純,オハイオ……州とかさァ～～ッ、次の地理のテスト出そうじゃあない？人口約1100万人ッ！ニール・アームストロング船長の出身地として有名ッ！ヘェー、オハイオ州が無ければ月に足あと残せなかったかもしんないのねー……純ちゃんチェックポイントッ！よッ
静,…………
純,……無視すんな、静
静,あのさ、純。あたしに挨拶してんのか、オハイオ州について勉強してんのかどっちなの？それがわからなきゃあ反応しようがないわよ
純,別にテメェーに話しかけた覚えは無いけど、無反応っつーのが気に入らねーッ。深夜に働いてる気だるげなコンビニ店員の方がまだマシな反応してるぞコラッ
静,……純。アンタ……
純,何よ
静,……見える？
純,…………は？
静,あたしの後ろ。兄さんには見えなかった……けど居る。今もよ。ネットリと絡みついてる……そんな気配がする
純,……？……？？
静,あたしの後ろに何か居る。最近取り憑かれたみたいなの……！
純,……教えてあげようか？それスタンドって言ってねェ～～ッ、アンタの精神力が形となったモンなの。アンタについてるヤツの名前はワイルド・ハ――……
静,違うッ！そうじゃあないってのッ！！。……あ
純,バッ……教室で大きな声出すな。ホームルーム前だけど、一応他の生徒いるんだから
静,……アンタがマジに受け取ってくれたら、あたしも大声出さずに済んだんですけどねーッ
純,フン……
静,純、ガムを探してるんなら……左のポケットに入ってるわよ
純,・・・…………っ！？。……
静,何で？って言いたそうな顔してるけど、正直カンに近いわよ……アンタの右頬、ちょっぴりだけどファンデーションが取れてる……朝電話でもかけたんじゃあないの？そのまま携帯は右ポケットに入れただろうから、ガムは左に入ってる……って思っただけ
純,……アンタ、その特技……何か役に立つ？
静,何にも。……変に感覚だけはビンビン冴え渡ってんの。太陽の光が目に突き刺さるわ……昨日一睡もしてないからかな……
純,……弱ってんのはマジみたいだし、一応聞いといてあげようか？……何があったの？
静,何があったのかはあたしにもわかんない。……ただ、昨日の夜から……寝ようとして目をつぶると、何かが――
純,何かって？
静,さあね、あたし目ェつぶってたからさ。その何かがあたしの首を締めるの。……後ろから羽交い絞めにされるように
純,……昨日一晩中？ずっと？寝ようとしたら？
静,だよッ。兄さんに言ったけど何も見えないっていうし、寝ぼけてたんじゃあねーのか？って言われて……寝てねェーのにどうやって寝ボケろっつーのよタゴ作がッ
純,どーどーどー。静、落ち着きなさい……寝てなくて気が立ってんの？
静,アンタ、寝ようとしてウトウトーってするたびに起こされるとどんだけイラ立つか知ってる？もう精神ズタボロだっての……ふぁアー……
純,……確認するけど、マジに居るのよね？その……アンタのバカげた妄想の可能性は？
静,無いわよ。純、そーいう事言うとあたしプッツンするわよ
純,確認だって言ってんでしょうが。最近、メイによってスタンド使いになったっていうヤツの噂は聞かない。私を最後に町は案外平和なモンよ。たまーに行方不明者が出るってくらいでさ
静,……
純,……そんな平和だと活躍出来ないもんだから、謎のスタンド使いをデッチ上げた……って話は
静,……
純,あーはいはいはいはい！悪かったわよ……悪かった！いくらアンタでもそんな事しないわよね……ゴメンって！スタンドしまって怖いから！
静,……フン！
純,けど、アンタの後ろには何もいないし、何もヤバそーな感じがしないってのもマジよ。……そいつが敵スタンドなのだとしたら、首さわれる時点で一気に絞め殺すのが一番なんじゃあないの？
静,それならそれであたしは気が楽よ。勝負が終わるのはどっちがやられるかっていう一瞬で終わるんだから。……けどコイツはジワジワとあたしを削ってる……まるで七輪に乗せられてじっくり焼かれてるサンマの気分よ……いつかあたしは削られて死ぬ
純,……何か手がかりになりそうなのは無いの？攻撃されるきっかけを作った覚えは
静,無いわ。……いや、ちょっと待って！……手がかりと言うと……
純,何？
静,……僕を見てって……そう言ってた。あたしに憑いてる背後霊は……
純,……僕を見て……？
早人,はい、皆さんおハヨーございまーす。ホームルーム始めるね。みんな、座ってー
純,……話は後ね。それとも静、保健室行く？顔ヤバいわよー貞子みたい
静,やめとくわ。また背後霊が出てきたりしたら休めないし。……アンタ貞子の顔見たことあんの？
早人,出席ィ～～……有栖川さんはいつも通り休み、と。……あと、鳩無はとなし
静,……はとなし……？
早人,夏休み明けだからって、ダラけてる生徒が多く見られます。学校が始まったんだから気持ちを切り替えて――……
静,……はとなし……聞いた覚え無いけど、なんか……クラスの顔ぶれ見てると、何か……引っかかる……
早人,……以上で連絡事項はおしまいです。号令ー。ありがとうございました、と。……一時間目の授業は生物だね、ぼくの。……うん、じゃあ準備しておいてくれるかな？ぼくちょっと、鳩無君に電話かけてくるよ……連絡無いし
虻村,どーせただのサボりだろーがよッ、サボリ！
広瀬川,そんな、虻村君じゃあないんだから……
虻村,ンだとォー康司ッテメェーッ！
早人,まあ、なんとも無いだろうけど、一応ね。……最近ちょっと物騒だしさ。じゃあ少しだけ待っててねー
広瀬川,お、面白そうな話だね……！ちょっとその事について詳しく――……
委員長,広瀬川君、授業の準備しておいた方がいいんじゃあないのかい？今日君当てられるぜ？
広瀬川,え？嘘っ今日ってこの列！？
静,……はとなし……はとなし……うーん、聞いた事無いわよね。……けど何だろ、なんか……。……何か……変な感じが……。……ぐう……。くがっ！？し、しまっ……！！。離ッ……せッ……この、くそ、目が……開かない……ハァハァ、疲労が……限界……。目を覚まさないと……この眠気をフッ飛ばさないとッ！！。うおおッ――。あイダッ！。い、イダダ……頭割れそうッ……けど、今ので完璧目が覚めた。無理矢理後ろにブッ倒れるなんて、危ないからもう絶対やんないわよ……。……あ
純,し……静ったらァーもうッ！イスの後ろに体重かけっからそーなんのよッ！大丈夫？保健室行く？アンタそれ以上バカになったら本当取り柄無いわよ？ほらーホコリついてるっ！
静,……見た？あたしの首
純,結構アンタの方注意して見てたけど、何も見えなかったわよ
静,……
純,っていうか、ウトウトしただけで出るの？キッツぅ……しかも昨日一睡もしてないんでしょ？……マジに死ぬわね
静,死ぬ前になんとかしたい所ね……姿も見えないし、攻撃しようにも手だけが首をガッチリ掴んでるような感じで、拳が当たりそうにないし
純,……
静,……せめて、スタンド使い本体の事でもわかったら…………あ
純,何？……どうかした？
静,純ッ！も、もしかして……昨日あたしに告白したのって！！
純,な、何よ何よ。いきなりどうかした？恋愛相談だったら放課後受け付けるわよー有料で
静,……昨日、あたしに告白したの……。……鳩無って名前？……今日休んでる？
純,？……え、ええ。そうよ……なんだ、アンタ名前知ってたんだ
静,……！
純,え、ちょっと静！？どこ行く気？待ってよもう授業始まるし――……
早人,おまたせーみんな。じゃあ授業を……
静,ゴメンッ早人先生ッ！
早人,え？待っ、静さん！？授業が……おーい！？どこ行くのー！？
純,あわわ、早人先生あいつ調子悪いみたいだから！私保健室に連れて行きますっ！
早人,保健室は逆――……って、あーもう。知らないからね……静・ジョースター、バッテン……と
静,……ハァ、ハァ……！
純,し、静ァ……アンタ、足早すぎ……ヒーッ横腹イテェー……ハァハァ……
静,……
純,い、いきなりどうしたの？……ここ……昨日アンタが告白された場所じゃあないの。体育館裏
静,ええ……純、アンタも探すの手伝って
純,は？何を？
静,痕跡っていうか、なんていうか……とりあえずアヤシそうなもんよ
純,……サッパリ意味がわかんないわ。……私こーいう格好してるし、結構エンコーとかしちゃったけど、成績は頑張ってキープしてて頭にゃあ自信あるんだけどさ
静,さっきあたしの首を絞めた背後霊……一緒だったのよ。声が……
純,……声ェ？
静,僕を見てっていう声が一緒だったの。昨日告白してきた男子生徒とッ！！そして、今日彼は学校を休んだ……何かあるわ、絶対に！あたしは子供の頃古畑任三郎が好きだったから、こーいうの目ざといのよ
純,アメリカ生まれなら刑事コロンボとか見ろよ。……っていうかさ、あのさ
静,何？ボーッと突っ立ってないで一緒に探してよ。ここに何かあるはずだって……
純,……彼、学校休んでるんなら……家にいるんじゃあないの？
静,…………
純,確かに昨日、ここで告白されたけど……それからずーっとここにヘバリ付いてた訳じゃあないでしょう、彼もアンタも。……もしアンタに取り憑いてるのがヤツのスタンドなのだとしたら、ヤツの家に行くべきじゃあない？
静,……
純,……静、アンタ起きてる？おーい？
静,うーッ……ダメだ純。あたしもうダメ……完璧ダメ。全然頭が働かないの……感覚だけは冴え渡ってんのに。しんどいだるい……あたしが死んだら、アメリカのおじいちゃんのお墓の横に埋めて……
純,何縁起でもない事言ってんだこのヤローッ、一日二日寝ないだけで人が死ぬかッ！！
静,うぶ……うえっ！何これっ！？
純,は？
静,ほっぺたに何かついたー……うげーっ、純ティッシュある？
純,きたねーッウンコじゃあないでしょうね？地面に倒れっからそーなんのよ……あ、ちょっとこっち近づかないでよ不潔だから……。……何、これ？
静,へ？
純,……静、動かないで。手でこするなッ！……これは……？
静,……？
純,……ウンコじゃあない事は確かね。ピンク色だし。……けどこれ……
静,！！……
純,……爪……よね。どう見ても。……親指の爪だ。……親指の爪が、ピンク色の……グジュグジュの、肉に……くっついてる。……つ、つまり……どういう事？これ……
静,……掃除のし忘れ……見落としって事、かしら……
純,ご、ごめん静……ちょっと吐きそう……ウゲッ
静,我慢して。……これだけしか無い？他に落ちてない？
純,勘弁してよ、草むらかき分けたら全部あるっていうの？んな訳ないでしょう……朝に部活の練習してる奴らが気付くし
静,けど、昨日から今日までの間に、人が一人グジュグジュのミンチ状になって、それを誰かが掃除した……って、考えられない？
純,そ、それはさすがに妄想のしすぎよッ！
静,そうかしら？
純,……！！
静,……人一人分の血は、全部洗い流せなかったようね……結構綺麗に後始末されてるけど
純,け、けどそれが、アンタに憑いてる背後霊と何の関係があるの？例えここで誰かが殺されたとしても、それは――……
静,……。……純、今すぐ鳩無君の家を調べるわよ
純,ええ。……家にいればいいんだけどね……
早人,子供が親に似るっていうのは遥か昔からわかってた事なんだけど、それをシッカリとした法則として発表した人がいるんだよ。知ってる人ー？……うんそう、メンデルさんだね。彼はエンドウ豆を使って遺伝の法則を――……
虻村,……なあオイ、静と純のヤツ、遅くねえか？そこまで保健室は遠くねェーだろうよ……中等部の保健室にでも行ってンのか？
広瀬川,虻村君、授業中だよ
虻村,気になるじゃあねーかよォー。また何か事件に巻き込まれてんじゃあねえか？盗撮事件みてえに
広瀬川,どうだろう……そういや最近彼女の口から、事件の話とか聞かないね
虻村,一時は少年探偵団みてぇーな事言ってたのに、冷たくねえか？そりゃー俺らはパンピーだけどよォ～～、何か一言くれえ言って欲しいじゃあねえか
委員長,……彼女、今日は具合悪そうだったし、本当にマジで保健室で寝てるだけだろう。……そりゃあ遅くもなるよ
虻村,けどよォ、それだと純のヤツが帰ってこねえのがおかしくねえかぁ？。ソウイウって何だ？どういう関係だッオイぃ？
広瀬川,あ、虻村君やめなよ……こっちが恥ずかしい
早人,そしてこのメンデルは――……なんだかうるさいなあ。みんなーッ、授業しっかり聞いてる？今話してる所、次のテストの範囲だよーッ？はいじゃあ虻村君ッ！
虻村,へっ？お、俺ェ？
早人,遺伝学の祖、メンデルさんのフルネームと職業は？ハイ5秒以内ッ！！
虻村,んなもんわかる訳ねェ――だろォ――がよォ――ッ！！職ぅ？学者かなんかだろッ！！！
早人,ブッブー。あ、こりゃあ成績バッテンコース決定かな？今ぼく喋ってたと思うんだけど……聞いてなかった？本当に？残念だな……スゴク残念だよぼくは
虻村,グ……グギイ～～ッ！！こ、康司ッ答え何だ？ソーイウ・カンケー・メンデルかッ！？
広瀬川,ち、違うよッ！それだと遺伝学どころか子供生まれないし……って何言わせるの、虻村君ッ！！
委員長,……名前はグレゴール・ヨハン・メンデル……職業は修道士ですね。修道院での生活の中、エンドウ豆を育てて研究をしたと言われています
早人,うん。正解だね。……虻村くん、しっかり聞いててよ～？大間くんを見習ってさ
虻村,うッ、うるせえなあ先生ッ！俺ァー不良よ不良ッ！授業なんざちゃんちゃらおかしくってよォ――ッ！
早人,あ、不良だったんだ……それにしては随分素行の良い不良だね
虻村,にゃっ……にゃんだとォ～～ッ！？
委員長,先生！……保健室に向かったはずの吉岡さんとジョースターさん、少し帰ってくるのが遅いようですが……？
早人,え？……ああうん、そうだね。まあ何か事情があるんじゃあないかな？……スタンド絡みとか
委員長,クラスの皆、二人が気になって授業が身につかないようなんです。……僕が代表して、ジョースターさんの容体を確認しに行ってもいいですか？
早人,あー……うん。そうだね。いいよ。君は授業しっかり聞いてるみたいだし、少しさっきの所復習しておくよ。……早く帰ってきてね？
委員長,ありがとうございます。では……
虻村,理由かこつけてサボんじゃあねえぞ～～委員長っ！
早人,虻村くん、君は他人の事気にしてる場合じゃあないよ。ハイ！メンデルさんは何を使って遺伝学の研究をしたでしょう！？
虻村,また問題かよォー！？しかも俺ばっかり！今日は康司の列じゃあねえのかよォ――！！
委員長,……
純,…………。ええまあ、ハイ……そうですね。…………はぁ。彼女じゃあないです。彼とは、あー……クラスメイトで、そのー……委員長……そう！委員長の私が、その、いつも元気で休んだ事なんてない、はと……鳩無レイ、君？の、お見舞いに来ただけで……。あー……まあそうですね。お家に帰ってないのなら、ハイ。……私も学校に戻ります。……あ、大丈夫です、先生には上手くごまかしておきますので。……ハイ。それでは……。……ハァー。ハーイ、静。良いニュースと悪いニュースがあるわ。アメリカ生まれのアンタに合わせてやってんの。こーいうのなんでしょ？アメリカって。どう？クール？。そうなの？まあいいわ。まず、良いニュースなんだけど……彼マザコンだったわ。いい歳してさ。っていうか母親がベッタリ。若作りしてっけど、あれ絶対トシいってから生まれた子よ。オゲェー！ヘドが出るわね。アンタふっといて正解。……悪いニュースは、例の彼……昨日帰宅していない。家族にも連絡せず失踪しているわ。思った通り。……今はまだ警察に届け出していないけど、母親の性格からして今日にでも届けは出そうね。私詳しくないけどさ、捜索隊とか出てきたら色々面倒なんじゃあない？ほら、最後に会った人はアンタなんだし、警察から質問攻めに合うかも。それに体育館裏とか封鎖されちゃったら、私らが捜査出来なくなるじゃん。だからさ――……。……静？。……
静,起きてる……しっかり起きてるっての。今自分で自分の顔面殴ったら超～～スッキリした。いやマジで。ちょっと前に言ったかもしんないけど、徹夜する気のない徹夜って本気でしんどいのよ。わかる？本当、今なら歩きながら寝れるわ……ふぁ……。何も……ワイルド・ハニーでその辺の草むら消したりして探してるけど、何も無いわ。ここの地面以外はね。え？何？。……待って、純。……もし、鳩無君がウォーケンに殺されたのだとしたら……そもそも血なんて流れないでしょ。本当に燃やす能力を持っているなら、こんなに地面を汚さず済んだはずよ。それに、ウォーケンが殺すのは悪人のはず……彼、悪いヤツだったの？親からどんな子だって思われてた？。……。……もしかして。あたし……おじいちゃんから聞いた事があるの。弓と矢……人をスタンド使いに変えるその道具は、矢のエネルギーに耐えられない者を殺してしまうって。……。いや、純。この地面に染み付いた血の量……ただ弓と矢に貫かれただけでは、こうはならないわ。それに、爪が落ちてたでしょ？彼は……きっと、矢に貫かれて、死んだのよ。ええ。……あたし今まで、彼は死んだから背後霊になったと思ってた。……けど違う。本当は……彼は背後霊になったから死んだのよ。そういう能力。彼の身体は耐えられなかったけど、その魂は……スタンドエネルギーは、形となってあたしに取り憑いた……。……。…………。ごめん、一回電話切るわ。何も。……ただ、こういった所を捜査するんだったらさ。あたし達よりももっと適任がいるでしょ？。双馬のペーパー・バック・ライターよ。アイツの能力を使えば、この現場からウォーケンを追えるかもしれないッ！！。ええ……。……わ、わかったわよ……アンタは手伝わなくていいから……。わかったって！……ホンット、アンタ嫌なヤツね～～……。……ふう……
委員長,全く、何処に行ったんだ彼女たちは……保健室にいないし……
静,さてと、電話電話……っていうか双馬、今授業中？……出るかな、アイツ……
委員長,！……こんな所にいた、静さん！
静,え？あ、委員長……。何か用？……って、あ。そうか……あたし達、勝手に出て行っちゃったんだっけ。……ゴメン、すぐ戻るからさ……
委員長,それならいいんだが……こんな所で一体何を？静さん、本気で具合悪そうだったけど、保健室行かなくていいのかい？
静,あー、大丈夫。具合悪いのはマジだけどさ。ふぁー……すぐ保健室行くわよ、用事済んだら。……っていうか委員長、よくあたしの場所わかったわね……
委員長,ああ、君たちの姿を見た人がいてだな、それで――……あッ！！静さんッ！！！
静,え？
委員長,危ないッ！！！
静,！？ぐっ……！？。な、んッ……ぐううッ！？
委員長,静さんッ！？大丈夫かいッ！？
静,い、一体……何……が……？
委員長,植木鉢だよォ～～ッ！植木鉢が上から降ってきたんだッ！きっと窓際で不安定に育ててたんだッ！ああっ！し、静さん……血だらけだッ！頭から血がッ！！
静,ぐ……。！！……離れ、ろッ……！こいつ……ハァハァ！……や、やれやれね……！！
委員長,あ、あああ～～ッ！きゅ、救急車っ！いや保健室かっ！？とにかく手当して、しっかり休まないと……！！
静,いや……委員長、あたしに今そんな余裕は無いッ！こうなったら、あたしがマジに気絶する、その前にッ！。……こいつとは片を付ける
委員長,！！……
静,……なんつーアクシデントよ……５月生まれの牡牛座は今日最下位かァ～～？うう……。ハァ、ハァ……。うっせェーわよ……あたし今意識ハッキリしてんでしょうが。黙ってて。……ハァ、ハァ。あ、双馬？あたしだけど――……。あ、ゴメン。……今普通ならって言った？。……何処にいんの、今。何処って？。戸籍はそうかもしんないけど血筋はたぶん日本人よ。ていうか片平町、前行った事あるし。そうじゃあなくて、なんでアンタそんなトコいんの？学校は？。アンタ……人に説教出来る立場？。！！。で、どうなの？何かあった？。ああ、えっと……何から話せばいいのかわかんないんだけど……ううっ。だ、大丈夫……ゲホッ。何でもないわ、何でも……あのね、双馬。アンタのその無敵の能力で調べて欲しい所があるの。絶対ダメ。明日じゃあなく今。アンタ、時々ケチくさいわよね……ハァ……。……。ええ。かなりマズいわ……けどアンタの力があれば、ウォーケンの正体に近づけるかもしれない……！。遠いわよ、バカ。駅前でいいでしょ？そこからなら30分もかからないだろうし。知らないわよ。言っとくけどこっちも切羽詰まってんだからね。……死なないわよ。あたし、静・ジョースターよ？ふふん。……フウ、駅前も結構遠いのよね……双馬ん家よりかはマシだけど。クッ……血ィ止まらないわね。これ他の人から変な目で見られない？も～～ッ。ハァ、ハァ……寝不足だししんどいし頭が物理的にイテーし、波紋の呼吸全然出来ない……早いとこ双馬と合流して、何か見つけてもらうしかないわね……
ウォーケン,クク……。こんな所で出会えるとはラッキィ～～イだな。見てるだけでも死にそうだぜ……頭から血を流してるようだが、何かあったのかな？彼女？。うん？。……うん。まあね。丁度いい所に植木鉢があったもんだからさ、ついうっかり窓を割って落としちゃったんだ……悪気は無かったんだぜ？こうも綺麗にクリーンヒットするとはなァ～～ッ。背後霊の地味な嫌がらせが効いてたか？。これだけフラフラだと殺すのも容易いだろうな。フフフ……さァ～～て！どういたぶってやろうか……？。……チッ、うっせェナマ魚だ。……。チェスタ、お前もわかっているだろうが……メイは静・ジョースターを恐れている。いや、彼女はジョースターの血統を恐れているのだが……ことさら静・ジョースターを恐れている。何故かメイには静の居場所がわかるしな。つまり彼女はメイの安眠を妨げているという訳だよ。今まで生み出してきたスタンド使いは何をした？静を攻撃したよな？その結果は？……全員返り討ちにあって、そのうち一人は味方になってるじゃあないか。……馬鹿か？メイのためを思うなら、他のクズの代わりをするべきなんじゃあないのか？メイにベッタリくっついてイチャイチャしてる場合か？オイ？。なあ、僕は何か間違った事言ってるかよォ～～ッ？聞いてるか？このサカナクションは何だ、味覚食うヤツか？耳に自信無いのか？何ならお前本体が出向いて僕とお話でもしようか？ン？。……はあ？。……ハッ、何かと思えば……お前よりあの背後霊の方がよっぽど使えるんじゃあないか？メイの隠れ家のすぐ近くまで嗅ぎつけていた双葉双馬を杜王町に呼び戻したり、静を弱らせたりと、相当仕事してるぜ。いいか、僕がはしゃいでるだけのガキだと？僕は自分の能力をよォ～～く理解しているし、それに――……
静,ハァ、ハァ……。……え？。……。何？……目の前の地面が……アスファルトの一部が、泡立ってる？……沸騰してる、の？……いっ、たい……？。！！――な、なんだかわかんないけど、ヤバッ――。グエッ！
ウォーケン,……僕が静・ジョースターと戦うなんて、一度でも言ったか？。グッド。適当に沸騰させた割には上手いこと爆発したな……死んだか？死んだかよ静は。コナゴナになったか？クク……！。あーあーあーうるさい黙れ。お前は引きこもって小言言うくらいしか出来ねえのか～～っ？問題無いだろ！これで一般人が巻き込まれたとしてもさ～～ッ、もしかしたら極罪を犯した魂かもしれないしィ？
サカナ,危険なヤツだ……やはり、こいつは……！！
ウォーケン,グダグダ言ってねえで、行くぞホラ。さっさと――……。ん？
純,うわ、一体何の騒ぎよ……爆発？スゲェー煙なんだけど……静のバカ、巻き込まれてないでしょうね？もう……
ウォーケン,！……吉岡純か。面倒だな……なんて能力だっけ？。1対1ならいいんだよ。逃げられたとしても地の果てまで追いかけて殺せばいいんだからな～～……けど二人はダメだ。一人に対して二人は追いかけられないじゃあないか。マジむかつくぜ……分身でも出来たら別だが。ああ。言うまでも無い事だが、お前の事は信用してないんでな、チェスタ。僕の正体を知る者は僕の手で殺したいんだ。2対2だと思うなよ？。負けはしないが……身体がルビーに変えられたら嫌だぜ、僕は。右手をカチコチに変えられでもしたらどうする？絶望だ。それってあいつを殺せば元に戻るのか？戻らなかったらどうするんだよ、どうやってチンポをしごけっていうんだ？ン？。プッ！……こうなりゃあ当初の予定通り、この爆煙に紛れて静に……完全なるとどめを……刺す！……
純,うっわ、マジ何も見えねェー……っていうか、怪我してる人いんじゃん！だ、大丈夫ですか？
ウォーケン,よーし、吉岡純のやつは他の事で手一杯のようだな。この煙だと何処に誰がいるかもわからんだろう、さっそく――……。……？……。おい、チェスタ。静は何処だ？……いないぞ。そのようだなじゃあないッ！！取り逃がしたのかッ貴様ァーッ！？。！！……お前、知ってて知らないフリをしてるのか？。……。チイ……消防車やら救急車やら、色々来やがったぜ。……人目につかないように殺すのは無理か……！。……何処に消えやがった、一体……静・ジョースター……！！
静,ハァー……ハァー……！。一体何だったのよ、今の爆発は……ハァハァ、もう本当に……限界、だっての……。歩かないと……寝たら、あ、あたしは……！。ぐッ！？。かは！……ハァハァハァ……！。い、今……この時になって、やっとわかった……。この背後霊は、攻撃をしてるんじゃあない。こいつは……！。あたしの事を愛してる……ただ、それだけなのね。けど、もう駄目だわ……限界。意識が、遠――……。ウゴ……ハァハァ、もう駄目よ、あたしは……もう目を開ける事なんて出来ない。アンタの事を考えるなんて無理……もう限界なの。何が……。……何があっても、決して……目を開ける事なんて出来ない。アンタ、あたしの背中にガッシリ取り憑いてるって事はさ、ハァハァ……あたしが振り向くように倒れたら、一緒に振り向いちゃうんでしょう？あたしは何も見えてないけど。あたしがアテもなくただブラついてるだけかと思った？駅に向かってるかと思った？最初からここを目指していたのよマヌケーッ！この振り向いてはいけない小道をね――ッ！！。兄さんには聞いてたけど……本当にこんな所があるとはね。怖～～ッ。……一つだけ、言っておくわ。世の中の常識ルール。しつこい男は、嫌われるわよ？。……ハァ、ハァ……。……は～～っ……。目を開ける事なんて出来ない……マジで。早いとこ双馬の所行かなきゃ、だけど……うう、家に帰って兄さんのクレイジー・ダイヤモンドの方がいいな。ていうか、とりあえず……。少し寝る。う～～ん……えっと、たぶんきっと絶対気のせいだと思うんだけど。え～～……。……。……迷ってない？あたし。もう何時間ここウロウロしてんのよ、あたしィ～～ッ……結構寝ちゃったし、もう日も傾いてない？ヤバいわ……マジでヤバい。グレートにヘビーだわ。さっきも見たわよね、このポスト。……犬のフンくらいキチッと片付けなさいよね、もう。……んー、もしかしてひょっとすると、マナーのなってない飼い主さんがいっぱいいるとか、そういうのかもしれないけど……踏んづけちゃうようなツイてない人がいっぱいいるとは思えないしィ……。けど、あれ？あたし今右に曲がって、次に左に曲がったわよね？。二回曲がっただけで同じ所、戻るか？普通？……寝てる間にヘンな所連れてこられたのかな。ンな訳ないわよね～～。……こんな事なら兄さんに振り向いてはいけない小道について詳しく聞いといたら良かった……あーもうッ！。一体帰り道はどっちなのよ――ッ！？。…………。……。えっと、貴女は……？綺麗な人……。えッ！？あ、えっと……そうですけど……何処かで会いしましたっけ？。えっと、元気です。とっても……そろそろ結婚相手とか見つけて欲しいですけど。あまり会った事は無いですけど、現役バリバリで漫画描いています。売れっ子で忙しいらしくって……。……。えっと……兄さん達の知り合いの方、ですか？。あ……そうなんですか。はい。あ、それは聞いてます。兄さんに……。へ？。……。……い、いえ。ちょっと難しいですけど……。けど、あたしが戻るべき場所は……仲間と敵がいっぱいいて、辛いけど、楽しい……そんな杜王町の日常です。ありがとうございました。そのー……えっと、お名前は？。えっと……はい。伝えておきます。……。……ふはぁ～～ッ！やっと帰ってこれた……って、ん？。……なんか、人多いわね……なんだっての？オーソンでアニメグッズのキャンペーンでもやってる？……アメコミのだったら買って帰ろうかな……この格好じゃあ流石にマズい？
純,あ――ッ！！静ッ！？一体何処行ってたのよアンターッ！
静,お、純じゃん。ハロォ～～ご機嫌いかが～～？
純,んな事言ってる場合かッ！
静,痛いッ！純今それマジで駄目だからッ！
純,ずーっと電話かけてたのに出やがらないし、も～～ッ！心配かけさせんなッこのボゲッ！あっ、しかもアンタ超血まみれじゃん！ちょ、大丈夫！？使い古された雑巾みてーにボロボロよっ！？
静,痛みとか出血は、一応呼吸で止めてる……寝たら少し元気出てさ。けど正直けっこーギリね。ギリチョン
