・このSSは,静・ジョースターの奇妙な日常
仗助,浸透圧って習っただろ？濃い水は薄い方へ流れていくっていうヤツだよ。真水で魚を洗うとよーッ、魚の旨味とかが全部水の方へと流れて、逆に薄い水が魚肉に染みこんじまうんだよ
億泰,けどよォ～～よく冷えた塩水で洗うとよッ！旨味が流れでないばかりか、魚肉がしまって美味しさが閉じ込められるし、魚体表面に発色と光沢が出るんだよ
静,へェ～～。そんな効果があるのねェ……
億泰,他にもサバの独特な臭みを消すために、料理酒や生姜に漬け込むとかいう努力してんだぜッ
広瀬川,それでこんなに美味しいんですねェ～～
委員長,ふう……しかしちょっぴり、口の中がギトギトしてきたかな……
虻村,そうかァ？俺はまだまだ食えるけどよォ～～
委員長,僕はあまり脂っこいものが得意じゃあなくってね。……この大根の料理でも食べてみるか。これは……タクワンとはまた違うみたいだね。白いし少しナマっぽい。本当にナマの大根って訳じゃあないみたいだけど……。なんだこれはぁぁ――ッンマイなあああッ！！大根を梅干しとだし汁であえているのかっ？酸っぱい梅干しが大根のサッパリした味とピッタリ合うッ。ギトギトした口の中が綺麗にリセットされていくぞッ。うっ……美味すぎる……。うぉおおおおッ！口の中がスッキリしたああっ――ッ。まだまだ竜田揚げが食べられるぞォーッ！
広瀬川,このおひたしもスッゴク美味しいよォ～～。素朴なほうれんそうのおひたしだけど、シンプルな中にすさまじい完成度を感じるッ！新鮮でみずみずしい素材本来の味がゼンゼン失われていないッ！なんだか、食べると身体がキレイになっていく気すらするよォ～～
虻村,日本料理のいい所はよォ～～、小さい小鉢がいっぱいあって、いろんな美味いもんをちょっとずつ食える所だよなァ～～！この厚揚げの煮物も茶碗蒸しも、スッゲェー美味しいぜッ！
静,本当、どれも悔しいくらいに美味しいわ……ま、まあトニオさんには負けるけどねッ
億泰,確かにトニオさんは天使のような料理人だよなァ～～。いつかは超えられるようにガンバルぜ……
静,？……何の声？今の？
那由他,パパ、じいじが呼んでるよ
億泰,おッ！スマネェ～～オヤジッ！今スグご飯準備すっからよォ～～！猫草にもメシやらねぇーとなァ～～
仗助,んじゃあよォ～～猫草のほうはおれが手伝ってやるぜ
億泰,ありがとよッ仗助ッ！あとオメーらに食後のデザートを用意してやんねーとなッ！悪いけどよォ～～ちょいと席を外させてもらうぜッ
広瀬川,あ、ほんとお構いなく
委員長,もう少しゆっくり食べさせてもらいます。……時間もまだあるし
静,……しかし、ホント美味しいわね……なんか負けた気分だわ
委員長,あ……メールが来てる。ちょっとごめんね……こういうのってマナー違反だろうけど
虻村,気にする事ねェ～～だろーがよッ。どうせ俺らしかいねーしなッ
静,虻村、アンタはもう少しマナーに気ィ使いなさいよね
虻村,ああん？
静,ご飯をガツガツ食うのはかきこみ箸って言って、ホントはすっげェー行儀悪いのよ？口とおわんは離して食べなさい
広瀬川,へェーッ、静さん詳しいんだね？
静,そのくらい常識よ、ジョーシキィ～～ッ
虻村,って言われてもよォ～～、俺そーいうマナーとか得意じゃあなくってよォ～～
静,見ていて気持ちいい食べ方すりゃあいいだけよ。ホラ！小さい子だって見てるんだから、アンタ手本にならないとダメでしょ～～ッ？
那由他,……
委員長,……こっちを気にせず自分の食事を楽しんでいるようだけどね
虻村,俺は自分が気持ちいいように食べるぜーッ。その方が美味しいからなッ
静,ハァ……ったく
虻村,ああーッ、もう竜田揚げが無くなっちまったぜェ～～ッ
広瀬川,もう？おかわりけっこうあったのに……
虻村,うう、美味すぎるんだよなァ～～この料理ッ。ああ、もう少し食いたかったぜェ……
静,だからって箸を舐めるなっての。イジきたないのはどっちなのよ、全く……。？……
委員長,……
広瀬川,……
虻村,……は？
静,……何の音？
虻村,あ……あがが、ガガ……！！
静,な……何か、床に落ちたわよ？何……その、ピンク色のナメクジみてーなものは？
虻村,あひっ、ひ……ヒィィィィ～～
委員長,？……虻村君、どうかしたのかい？
広瀬川,ど、どうしたの？……今の音、虻村君のほうから聞こえたみたいだけど……？
虻村,ヒッ！ヒッ！ヒハ……ひゃあ……
静,……ヒハ？……何が言いたいのよ、虻村
虻村,ヒハ……ほへの、ヒハひゃあぁぁぁぁ……！
静,！！……も、もしかしてッ！！。虻村ァァ――ッ！？アンタッ！舌が無いじゃあないのォォ――ッッ！？
広瀬川,なッ……
委員長,何ィィ――ッッ！！？
広瀬川,と、という事は……今落ちたのって……ヒ、ヒイッ！
虻村,う、うげげ……げひい
委員長,どういう事だ……どうして、虻村君の舌がいきなり吹き飛んだんだァァ――ッッ！？
静,――はッ！！。こッ！こいつがッ！虻村の舌を斬ったっていうのッ！？何なのよコイツ……なんでいきなり現れたのッ！？。……！？。……は？
那由他,マナー違反よ。せせり箸かきこみ箸ねぶり箸……
静,！！
那由他,……
静,……
委員長,！？……えっ？
広瀬川,な、那由他ちゃん？……今なんて……？
那由他,公正さがルール……正直に話すわ。今その人の舌を斬ったのは、このあたし
広瀬川,えっ……？
那由他,そこのアッタマ悪そうな人は、あたしのパパが一生懸命作った料理を、敬意を払わずに食べた……散々マナー違反をしてね。それってすっごくユルセないでしょう？
委員長,は……？ゆ、許せない……？
那由他,ええ。パパの料理を粗末にする人は許せない……だから奪ったのよ。あたしの能力で、舌を……もう一生美味しい料理が味わえないように、ね
静,なッ……ん、だとォォ～～……そういう能力だっていうのッ！？そういうスタンド能力ッ！
那由他,あたしは仏さまのように寛容な心をもっていないわ。だから……ユルせるのは2つまで。3つ犯したものには容赦しない
委員長,なんだって……？
虻村,あぐぐ……
那由他,マナーに寛容なんてものは無いわ。正しいか正しくないかのどちらか。パパの作った料理に敬意を払わないやつは……
虻村,ぐひぃ……
那由他,舌をうしなって……死んでしまえばいいのよ
広瀬川,虻村く――んッ！
委員長,ヤバイッ！呼吸をしていないぞォォ――ッ！！
静,何ィィ～～ッ……！
那由他,さ……食事を続けましょう？
広瀬川,虻村くんッ！！こ……こんな事って……うわああッ！！
委員長,気道確保だッ！！まだ時間はたっていない、間に合うはずだッ！！
那由他,うん……適切な処置が出来ればゼンゼン間に合う。それは本当。……ほけんの授業でしっかり習った？いねむりはダメ……しっかり聞いていないと、キドーカクホなんて出来ないと思うよ？
静,くっ……
那由他,それに……もしも、全員マナー違反しちゃって、だーれもキドーカクホなんてする人がいなくなっちゃったら……どうなっちゃうのかなァァ～～？ナユタ、よくわかんなァァァ～～いッ♪キャハハハハ♪
静,――ワイルド・ハニー
広瀬川,えッ！？
委員長,スッ！スタンド！
静,虻村の舌を元に戻しやがれェッ！！うおおおお――。！！
那由他,あなた達の誰か一人でも、3つマナー違反を犯さずに、料理を完食出来たなら……舌は戻してあげるわ。すぐにね。……だけど、全員舌を斬られちゃったら……パパのおいしいデザートは食べさせないわ。絶対に。……ああ、大丈夫。運が良ければ死ぬことはないわ。たぶんだけどね。フフッ
静,……このチビッコがァァ～～ッ……
那由他,……いつまで拳を握りしめて、殴りかかろうとしているの？……目障りだし怖いからやめてほしいなあ
静,あァ～～らッ！那由他ちゃんのお茶碗カラッポじゃあないのッ！おねーさんがご飯よそってあげるわねッ！おっきくなるためにはいっぱい食べないとォォ～～♪
那由他,……あたしの食事時間を長引かせて、凡ミスさせようとしているの？
静,えッ？なあに？聞こえないわねェェ～～ッ。大盛りでいい？
那由他,……あたしはミスなんて絶対しない。精神的動揺によるミスはね。どんな料理だってマナー違反をせずに完食してみせるわよ
静,あァーはいはい。わかったわよ……まったく、やれやれね。まだこっちには三人もいるんだからね。誰か一人でも完食して、食事が終わったら……覚悟しなさいよ。オトナの女性をナメきった事、後悔させてやるんだからッ
那由他,……フフフ
静,さッ！食事を続けましょう。康司、委員長ッ！
康司,う……うん
委員長,……
静,……委員長？
委員長,静さん……やっちまったよ、僕……君も見ただろう？
静,？……
委員長,僕、食事中に携帯電話をイジったよなァ～～……時間を確認するために開いて、そして……メールを見たんだよ。食事中にさ……しっかり携帯を操作した
静,……
広瀬川,……
委員長,僕、マナーには詳しくないけど……食事中に携帯電話をいじるなんて、見ていて気持ちのいいものじゃあないだろう？スマートフォンの普及によって、社会現象になってるって言うじゃあないか。携帯電話依存症……食事時も携帯を手放せないっていうさ。……僕は依存症じゃあないが、ついうっかり……操作してしまった。僕はもう1つ確実に違反をしている。残り何回なのかはわからないが……1つは確実なんだ。そんな状態で食事なんて……
広瀬川,いッ……委員長、虻村君を見捨てるつもりなのッ……？
静,らしくないわよ、委員長ッ
委員長,……僕は、僕には……。食事を続けることなんて……出来ないッ！。！？えッ……？
静,何ッ！？スタンドがッ……委員長の前にッ！！？
那由他,あっあ～～♪
静,委員長ッ！！逃げろォォ――ッッ！！
委員長,ぐええェエエエ――ッッ！！
広瀬川,委員長ゥゥ――ッッ！！
静,まずい！……ウソでしょう
那由他,こんなに美味しいご飯を残すなんて……うぬぼれよ。客が世界でいちばん偉いとでも思っているの？……バァカ
静,うッ……ううッ！！
那由他,マナーに寛容はないわ。犯すか？犯さないか？
静,……！！
那由他,このお寿司を……どう食されますか？
静,……
那由他,さあ……食事を続けましょう？静お姉さま。それとも、舌を失いますか？
静,う……
広瀬川,……ハァハァハァハァ……！！
静,……。……
那由他,…………
静,……。この静・ジョースターをなめないでよ……ナイフとかフォークだとか箸だとか……ひっかける気が満々のアイテムがプンプン臭うわよ。わざとらしすぎる
那由他,……
静,手づかみよ……少なくとも、日本のマナーではね。海外ではカリフォルニア・ロールをナイフで食うのかもしんないけどッ。ハア、やっぱりナマのサカナは苦手だわ……マグロとかチョー無理。相容れない存在っていうかァ……
那由他,……フゥン……なかなかやるね、静お姉さま。さて……
広瀬川,！……那由他ちゃん、食事が……
那由他,ええ。終わったわ。とぉ～～っても、おいしかった……ごちそうさ――
静,親切丁寧に警告してあげるわ。今度はあたしがね
那由他,…………
静,那由他ちゃん、アンタは……ご馳走様を言わない方がいい
那由他,……
広瀬川,……？
静,何故？って聞きたそうな顔してるから教えてあげるけど……それってすっごくマナー違反なのよ。ご馳走様を言うことが、最大級のマナー違反なの。あたしはフェアに言っている……
那由他,……
静,もう一度言うわ。……ご馳走様を言わない方がいい……これはマジな話よ、那由他ちゃん
那由他,……聞いたことがないわ。そんなマナー違反なんて。美味しい料理に礼を尽くして、何が悪いっていうのよ。お姉さま……ハッタリで勝てるとでも思っているの？。ごちそうさまでした
静,ワイルド・ハニー
那由他,あっ！！
広瀬川,えッ！？
那由他,！？え？ああっ
静,アンタの方が……マナー違反ね。さっきご飯をよそった時……すでに透明にさせてもらったわよ。あたしの能力の名前はワイルド・ハニー。お茶碗についてる米粒を何粒も、大量に……透明にさせてもらったわ！
那由他,あああっ、えっ？？えっ
静,いっぱい残しているわね……おまわりさんだった兄さんのおじいちゃんが、そういうマナーにすっごく厳しかったのよ。米粒一粒残らず食えッ！お百姓さんに怒られるぞッ！！ってね。こっちに引っ越してきてから、あたしも兄さんに毎日言われてる……
那由他,う……ううっ！
静,一粒どころか……大量に何粒も残しちゃってるわねェ～～。中立であるアンタのスタンドは……どういう決断を下すのかしら？
那由他,……。うぐッ！！。ふぐうっ……うええええぇぇぇ～～ンッ！！。えっ！えっ！……ええ～～ん……
静,なァ～～るほど。斬られちゃった舌が、奥に引っ込まないように自分でつかめば……窒息しないのね。さすが那由他ちゃん、しっかりわかっているのねェェ～～
虻村,う、うぐぐ……
委員長,ハアー、ハアー、ハアーッ、ハアー……
静,あたしの勝ちね。寿司も手づかみが正解みたいだし。二人が失った舌は、返してもらったわよ
億泰,おーしッ！待たせたなァ～～おめーらッ！億泰様特製のデザートが出来たぜェェ～～ッ
仗助,静ァ～～、おれ今晩億泰ん家泊まろうと思うんだけどよーッ、家に洗剤無かったから買って帰ってくんねーかァ？……って……
億泰,……ああんッ？
静,げっ
広瀬川,う、うわあっ……
那由他,えっ、えっ……ええーン……
虻村,うぐう……グヘェ
委員長,ハアーッ、ハアーッ……ゴホッ、ゴホッ
仗助,……こ、コイツぁーよ～～……一体全体何が起こったっつーんスかァ？
広瀬川,……よりによって、一番説明するのが面倒な所で戻ってくるなんて……
静,はぁ……まったくもって、本当に……やれやれね
億泰,那由他ァァ――ッ！もう能力は使うな！ってこの前怒ったばっかだろーがよォォ～～ッ！！
那由他,うえっ！うえっ！うえええーん
静,ああ、やっぱり何度か問題起こしていたのね……
仗助,件数は少ないし、すぐに億泰が気付いて止めてたけどな。今回はちょっと、裏で話が盛り上がっちまってよォォ～～
静,兄さんのせいかよチクショー、おかげで危うく死ぬトコだったっての
仗助,うーん……お父さん思いの良い子なんだけどなあ……ちょっぴり、思いつめるとこうなっちまう子なんだよなあ
静,周りが見えないってヤツ？そのジェスチャー古臭いわよ、兄さん
億泰,ホンットーに悪かったァァ――ッッ！！おれの娘がッ！失礼な事をォォォ――っ！！
委員長,や、やめてください店主さんッ！土下座なんて……頭を上げてくださいッ！
億泰,お詫びといっちゃあ何だがッ！これから一生ウチの店でメシ食うときは、タダでいいからよォォ～～ッ！どうかッ！どうかッ！！許してくれェェー悪気は無かったんだよコイツもォォ～～ッ！
虻村,ウヒョッ！いいんスかァ～～おやっさん！？
広瀬川,や、やめなよ虻村君。その、ボクたち大丈夫ですので。こんな立派な店でマナー違反をしちゃったのが悪かったんですよ
静,ハァ、今日は散々だったわ……やっぱりお昼はフランス料理を食べるべきだったわね
億泰,そんな静のためによォ～～、デザートはプリンにしておいたぜ。億泰様特製和風ぷりんだ。那由他の分も用意してたんだけどよォォ～～
那由他,えっ？
億泰,……那由他はデザート抜きだッ！ついでにその舌、寝る時まで戻すことを許さねーぜッパパはよォ～～ッ！
那由他,え、えええ……
億泰,そして、もう一つ……
那由他,うえっ？
億泰,……おしり百叩きの刑だぜ。こいつァー閻魔様に任す事ァ出来ねーなーッ
那由他,……えっ
億泰,オラッ！おしりまくってこっち来いッ！パパ怒ってるんだからなーッ！
那由他,え……うええええええええええええン……
静,……じゃ、さっそくデザートいただきましょうか
委員長,君って結構サッパリしてるよね……
虻村,それにしてもよォ～～、デザートはプリン～～？
静,そうね、あたしはオトナのレディよ……プリンなんて子供の食う物ちゃんちゃらおかしくて……
四人,ンまぁ～～～～い
虻村,また来るよ！何回でもかようもんねーっ
広瀬川,やっぱり天才だよォーッ！鉄人みたいな料理人だよ～億泰さんはあ～ッ
静,言いたくないけど、アンタみたいな料理人の友達がいる兄さんを誇りに思うよぉ～～っ
那由他,うう……ぐすん
仗助,この世で最も恐ろしいのは、マナー違反でもザ・ハンドの右手でもなく……父親の右手ザ・ハンド
静,幽霊屋敷に住もう
