・このSSは,静・ジョースターの奇妙な日常
フーゴ,しかし、前回ヤツと出会えたのはこのデータの通り動いたからで、それから先犠牲者は――
シーラE,けど探索マップでは、そっちのデータよりもこっちの……あれ、南部の地図は？
フーゴ,それはさっき君が――
シーラE,だからこれによると――
静,……あ、あのォ～～……えっと？
シーラE,あ、悪いわね静ちゃん。ちょっと最近、いい所まで行っててさ。……もう少しで完璧に追い詰める事が出来そうなのよ
静,……メイの事、ですか
フーゴ,うーん、どちらかというとその手下の、チェスタの方かな
静,……
シーラE,そういう訳だから……その、キャンプだっけ？あたし達は行けそうに無いわ。あまり他のスタンド使いの方たちと仲良い訳でもないしね
静,あ、あのっ！
フーゴ,？
静,そういう訳でしたら……あたしも、その……キャンプ行くのやめて、追い詰めるの……協力したいんですけど
フーゴ,……
シーラE,……
静,……ダメ、ですかね？
フーゴ,……シーラE？
シーラE,……ハァ～～……。却下。ハッキリ言って、邪魔だわ
静,う……そ、そうですか……
フーゴ,シーラE、なにもそんな……
シーラE,うるさいフーゴ。あのね……。こうでも言わなきゃ、この娘は絶対こっち付いてくるでしょーが！スタンド使いとはいえ、一般の女子高生をこんな危険な事件に巻き込める？
フーゴ,しかし……彼女、ショックを受けてるようだけど？
シーラE,……
静,……
シーラE,……ハァ～～～～っ……面倒くさいわね、アンタ。あのね、こんな事言うのもアレだけど……あたし達はアンタくらいの年の頃には、もう危険な非日常の中にいたの
静,……非日常？
シーラE,殺して、殺されて、銃を撃って、撃たれて、夜の闇の中命の取り合いをする……そんな世界よ
静,！……ぎゃ、ギャングの……
シーラE,あたしもこいつも、かなりの修羅場くぐってる。アンタとは違うのよ。住む世界がね……
フーゴ,……
静,……
シーラE,……そんな訳だから、さ……。さっきのアンタの……幸せな日常の台詞は、すっごい嬉しかった。これは本当よ
静,！……それなら……
シーラE,だけど、あたし達は行く事が出来ない。あたし達は非日常の存在だから。……そして、そんな非日常の世界を生きてきたからこそ……
静,？
シーラE,……アンタには、日常の幸せな世界で生きてもらいたいのよ。あたしが望んでも生きる事が出来なかった世界でね
静,！……
シーラE,……行ってきな。楽しみなんでしょう？キャンプ。……その間この町は、アンタの代わりにあたし達が守るわ
フーゴ,……ああ
静,……すみません
シーラE,謝ってほしくてやってる訳じゃあないわよ
静,じゃあ……ありがとうございます
シーラE,……礼だって欲しくないわね。……まっ。……悪い気は、しないけどさ
フーゴ,……
静,……
仗助,ただいまァ～～っとォ……おっ、静。帰ってたか
静,ん……おかえり、兄さん
仗助,キャンプの日時だけどよォー……って、何だこりゃあ？
静,んー？
仗助,……てるてる坊主かよォ～～……ちょっと作りすぎなんじゃあねえのか？お前年いくつだよ
静,16歳
仗助,……
静,……うーん、もう一個作ろうかな
仗助,……静？……調子悪いのか？腹でも痛いのか？
静,別にィ。……ただ、晴れたらいいなって、ね
仗助,……キャンプの事か？
静,うん
仗助,気が早ェーぜおめー。まだ日時も詳しく決まってねえだろうがよー
静,うん。けどさ……なんか、失敗したくなくって
仗助,……どうかしたかよ？
静,……あのね、兄さん
仗助,おう
静,……あたしが幸せに生きる事でさ、誰かが幸せになる事だって……あるんじゃあないかな、って……
仗助,……
静,……思うんだけど……違う、かな？
仗助,……いや……。少なくともよーっ、二人は……喜ぶ奴がいる事は確実だぜ
静,二人？
仗助,……おれと、天国にいるじじいだよ
静,……そっか……。絶対、楽しいキャンプにしようね。兄さん
仗助,当たり前だぜ、静。……テント張るの手伝えよな
静,当然だっての。この静様をナメないでよ？兄さんなんかより万倍上手いんだから
仗助,はいはいそうだなァ～～。当日を楽しみにしとくぜッ
静,うん。……ふふっ、本当に、そう……。キャンプが楽しみだわ
仗助,肉良ーし、野菜良ーし、米良ーし。準備万端だぜェ～～ッ。静ァー。いつまでグズグズやってんだァ？そろそろ時間だぜーッ
静,ちょ、ちょっと待って兄さん！まだ準備出来てないってのーッ！
仗助,……おめーなーッ……。今からキャンプだっつーのにッ！なんでこんな大量の荷物になるんだァ？着替えありゃあそれでいいだろうがッ！ボストンバッグにキャリーにポシェットぉ～～っ？海外行くのでもこんな荷物なんねーぞッ！
静,もしもの事あったらどうすんのよッ！準備はしすぎといて損はないわッ！
仗助,もしもォォ～～っ？？
静,もしも変なモン食ってお腹こわしたら？ハイ！胃薬ィーッ！もしも急に小腹が空いたら？ハイ！ポテトチップスぅーッ！コンソメね
仗助,……こっちのカバンは？
静,あ、それは夜テントで遊ぶゲーム
仗助,……カバン一つでか？
静,？……うん
仗助,……。……えっと……トランプにUNOにジェンガに……モノポリーに人生ゲームにマジック・ザ・ギャザリング？……おめーは一晩にどんッだけゲームする気だコラァッ！分身でも出来んのかよッ！
静,こんだけあったらどれかは当たるでしょ～～ッ。那由他ちゃんの嫌いなゲームあったらどうするの？もしも死ぬほどトランプ嫌いだったら？
仗助,ねえよ！ありえねえよ！トランプ一つありゃあ何でも出来るだろうが。他のは置いてけッ！何だこの気持ち悪いイラストのカードは
静,兄さんアメーボイド知らないの？おっくれってるゥー
双馬,……ハァ……。僕は来る所を間違えてしまったのかな？……たしか、朝7時にここに集合だったはず、だけど……
静,お、双馬。おはよっス
双馬,おはよう。……おい、一泊二日なんだよな？何だその荷物……お前一人は山に永住するのか？
静,違うっつーの。何よみんなして……っていうか、双馬。その格好……
双馬,何だ
静,……フーン、なんかアンタが学生服以外の服着てるの見るの、初めてだわ。結構新鮮。っていうか似合うじゃあないの
双馬,……土で学生服を汚したくないだけだ。フン……おい、来るのは僕だけなのか？
静,もっと来るわよ。今に……あ
那由他,お姉さまァーッ！
静,那由他ちゃん。おはよーっ
那由他,おはようございます。お兄さまも！うふふ……あたし、今日が楽しみでたのしみで、昨日はよく眠れませんでした！
静,奇遇ねー那由他ちゃん。あたしもよ
双馬,ガキめ……
億泰,おい那由他ァ～～。いきなり車の外に出るんじゃあねえよ。危ねえだろう？
仗助,おう億泰。遅かったな？
億泰,おお、ちょっと康一と早人を拾ってたからなァー
康一,おはよう、仗助くん
早人,おはようございます
仗助,おう、二人とも。早人……なんか久しぶりだなーッ。元気そうじゃあねえか
早人,ええ。おかげ様で……
噴上,おっと……遅れちまったか？
億泰,いや、ナイスタイミングだぜェ～～裕也ッ
仗助,これで全員か？ジャンケン小僧の大柳は？
早人,誘ったんですけど、サッカー部の指導が忙しいって断られました
億泰,フーン……しかし、裕也に康一が来るのはちょいと意外だったな～～っ。てっきりカミさんが心配で来ねえかと思ってたが
康一,うん、ぼくとしては由花子さんのそばにずっといたかったんだけど、たまには気晴らしに旅行でも行って来いって言われちゃって……
噴上,おれも似たようなもんだ。アケミのやろー変な気ィ回しやがって……ま、何かあったらいつでも駆けつけられるよう、最速のバイク持ってきたがな
億泰,おめーこのバイクでキャンプ場まで行く気かよ？結構距離あるぜェ～～？
噴上,んなもん、愛だ。愛
仗助,しかし、裕也はともかく康一は……昔は由花子の方がベッタリだったっつーのに、人間変わるモンだよなァ～～ッ
康一,もう、やめてよ仗助くん！昔の話はさ
億泰,そういやそうだったなァーッ。高校生の頃なんざ康一のやつ……
康一,だから、やめてってばーっ！
早人,……あ、おはよう静さん。と、双馬くん……だっけ？中等部の
双馬,……おはようございます
静,うぇ、早人先生も来るの？なんかそれって気ィ休まらないっつうか、監視されてるような気がするっつうか……
早人,アハハ、今回ぼくは先生としてではなく、仗助さん達の友達として参加してるだけだよ。別にあーだこーだ言うつもりは無いから、安心して
静,そういう事ならいいんですけど……ホントに何も言わない？マジで？……成績影響しないよね？
早人,……悪い事はやめてよ？
静,それに……ふーん……
噴上,……な、何だ？静ちゃん
静,いやいや。裕也さんも来るんだ、って思って
噴上,ま、まあな。仗助達とは古い付き合いだし……
静,いや～～。いーい旅になりそうね、これは
噴上,？……えーっと……そいつはどういう意味だろうか……？
静,……100万
噴上,親切丁寧にエスコートさせていただきます、静お嬢様ッ
静,むふふ♪お嬢様はやめてよ～～裕也さんったら！
仗助,……何やってんだ？おめーら……。……ん？
双馬,……おはようございます、東方仗……いえ、仗助さん
仗助,……お、おォ。……おはよう
双馬,……
仗助,……あー、その……何だ。……えっと……
双馬,……
仗助,……おめーの、その……父親の事は……その……おれも思う所はあって……だから、おれ……ずっと謝らないと、って……
双馬,……いいんです
仗助,……え？
双馬,今回、僕はその事を蒸し返しに来た訳じゃあない。……水に流して、なんて都合の良い事は言わないし、僕は決して忘れはしません。あんたに対する恨みは。……けど……
仗助,……
双馬,……今回のキャンプは……楽しいキャンプにしましょう
仗助,！……おお、そうだな……
双馬,……はい
億泰,裕也、荷持はこっち積んでやるぜ。これ炭か？
裕也,おう。持ってくるのは苦労したぜ
仗助,えーっと……これで全員か？
静,あ、ちょっと待って兄さん
仗助,あん？
静,もう一人、その……そこの電柱の影にいて
仗助,？
純,ゲッ
静,純、何してんの？置いてくわよ？
純,う……うっせェーなーッ！別に私は、そのッ……キャンプに参加しに来た訳じゃあなくって！そのッ……違ェーからなァーッ！
静,しっかりリュック持ってきてんじゃん。あ、意外とコンパクト
純,だから、違ッ……私はなッ！肉！肉食いに来たんだよッ！だから、おめーと仲良しこよしでキャンプするつもりなんて全然無ェーッ！わかったかこのスケスケスケベ人間！
静,んなッ！スケるのとスケベは関係無いでしょーがッ！っていうか純の方がスケベじゃんかさーッ！
純,うっせ、うっせえ！何よ、ったく…………二人っきりかと思ったのに、こんな人いるとか聞いてねえっつうの……
静,？……どうかした？
純,何でもねーッ！ほら、さっさと肉食う場所まで連れてけッ！
早人,あれ、吉岡純さん？キャンプに来るんだ？
純,……何でセンコーまでいるんだよ……クソ……
早人,へぇー。静さんと仲良いんだね？
純,どこが！？早人先生それどこ見て言ってンのッ！？静ァ、こいつバッカなんじゃあないのーッ！？
静,早人先生、純のヤツ照れ屋なんでやめてあげて下さい
早人,あはは、そうみたいだね。うん
純,ちーがーうーッ！静ァ！殴るわよッこの！
静,はいはい殴るのはやめてね。……あ、兄さん。この子ダチの純
純,だからダチなんかじゃッ……！
仗助,おお、よろしくなーっとォ
純,……よ、よろしくおねがいします……？
仗助,？……どうかしたか？
純,い、いえ……その……
静,？
純,……その髪型……
仗助,……
静,！！――っげェー似合ってるわよねッ！？純ッ！！？
純,んわっ！？……え？
静,ね？兄さんの髪型、今日もバッチリ決まっててグーよね、グー！いやーイカしてるわ……妹のあたしも誇らしく思う。ウンウン
仗助,……そうか？まあそれならいいんだけどよォ～～
純,……静、いきなり何？ちょっと痛いんだけど
静,純、ちょっとこっち来て
純,は？なんで？
静,いいから来るッ！。……あのね、兄さんの髪型をケナすのはマジ禁止だからね？
純,……はあ？別にケナすつもりなんか無いっつうの。……まあ、ちょっとフルくせー髪型かな？とは思ったけど……
静,だから、それが禁句なんだってのーッ！さすがに兄さんも初対面の女の子をボコボコにするようなマネはしないけど、こっから先キャンプがずーっと重い空気に支配されるわよ？
純,……そ、そんな怒るの？アンタの兄さん……髪バカにされただけで？
静,妹のあたしだったら躊躇なく殴るわね。今アンタ本気でヤバかったんだから……
純,だから、私はバカにするつもりは無かったんだって！
静,じゃあ、何言おうとしたの？
純,別に……ただ……。うちの父さんがさ、よく酔ったらリーゼントのせいで人生ムチャクチャにされたって愚痴ってたのよ。……それ聞いてたから、なんかアンタの兄さんの髪型見て、思い出しただけ
静,……
純,……一応聞くけど……関係無いわよね？その……うちの父親と
静,無いでしょ。さすがに……っていうか、アンタのお父さん、リーゼントに何されたの？
純,……取り引きを無茶苦茶にされたって
静,兄さんが意味も無くそんな事しねえって。もう……
純,……それならいいんだけどさあ……なんか……うん……
仗助,話は終わったのか？何だいきなり、二人してコソコソしやがって……
静,な、なんでもなぁ～～いっ！全然なんでも！ねえ、純？
純,はあ？なんでそこで私に……まあ、その、ハイ。なんでもないデス……
億泰,おい、そろそろ出発しようぜーッ。このままトロトロしてたらキャンプ場着くの夜になっちまうぜ
康一,そうだね。ぼくと早人くんは億泰くんの車でいいのかな？
那由他,あ、パパッ！あたしお兄さまとお姉さまと同じおくるまがいいっ！
仗助,じゃあ～～子供連中はおれの車乗せるぜ
静,大人のレディーなんですけど
純,席どうすんの？私助手席がいいんだけど
双馬,勘弁してくれ。なんで僕が後ろの席でスシ詰めにされなきゃあならないんだ
純,はあ？年功序列ってあるでしょーが。譲りなさいよメガネ
双馬,双葉双馬だ。年下のワガママは聞くもんだぞ？年増
純,吉岡純よ。ムカつくガキね……静の恋人？お互い恋人の趣味悪いわねーッ
静・双馬,違うッ！
那由他,静お姉さま、純お姉さま。あたしお二人の間がいいですッ！
静,決定ね。純左でいい？
純,ちょっと、今の一言で決定なの？私さァー結構車酔いするタイプだから、マジで助手席が……
那由他,イヤ、ですか？……純お姉さま？
純,うッ……嫌じゃあないけど……その……まあいいんだけど……
那由他,やったァ！お二人の、あいだぁ～～っ♪
静,那由他ちゃん、泣き落としを覚えたのね……将来ワルい女になるわよ
純,……っていうか、お姉さまってやめてよ。なんかゾワゾワする……
双馬,よろしくお願いします、仗助さん
仗助,おう、よろしくなァーッ
双馬,……安全運転で頼みますね
仗助,おう。……それで、悪いんだが……
双馬,何です？。ぐふっ！？
仗助,その地図帳見て、ナビゲーションして欲しいんだよ。この車ナビついてなくってよォ～～
双馬,……僕が、ですか？
仗助,おう。いつも遠出する時は静がやってくれてんだ。まあ今回は前に億泰の車あるから、大丈夫だろうけど
双馬,……今どき、スマホとかでナビくらい
仗助,山ん中走るから、最悪電波通じねえぞ
双馬,……静、今から代われないか？
静,え？いいけど……代わりに那由他ちゃんと遊んでくれるの？
那由他,え？
双馬,……目的地何処です？
仗助,S市から離れた所のだな――……。よーしッ、出発すんぜーッ！シートベルト閉めたか？大丈夫だなーッ？
那由他,はーいッ！
静,出発進こーうッ！YEAAAAAAAAA！！
純,テンション高すぎるわよ……ハァ
双馬,あ、仗助さん、道逆です
仗助,えっ？
那由他,あっ！お姉さま、海ですよ海ィッ！
静,イタタ、那由他ちゃんいきなり身を乗り出すのやめてよ……しかし、フーン。海ねぇ……
那由他,綺麗ですよね、ね！
静,いや、あたし実は全然海でテンションあがんなくてさ。てゆーかァァ～～水が溜まってる場所とかチョー苦手。水槽とか池とかプールとか水族館とかァァァー
純,プ！アンタ、水なんがか怖いの？息出来ないからお水に顔つけられませーんって？
静,水以外にも、魚とか海藻とかカニとかエビとかも結構苦手よ
純,そーいう事言ってんじゃあねーぞまったくよォ――
静,こーいう事言ったら承太郎さんに怒られるかもだけど、赤ん坊の時に溺れたせいで、マジにトラウマなのよ。魚や海が好きな人間って、アンビリーバボー！信じらんない！水族館とかバカ高いカネ払って魚なんか見て、何が楽しいのよ……那由他ちゃん席変わる？
純,意外とガキね、あんた……そういや体育の水泳の時間、ずっと見学してたっけ
静,他の競技でグンバツの成績取ってやったけどねーッ。見学分は余裕で取り返したわよ
純,泳ぐのなんか簡単じゃあないの。グーッって息止めてズパーッて身体伸ばしてバシャアーッって足動かしゃあいいでしょう？ちょっと海飛び込んでこいよ
静,いやもうマジ無理だから。海流も速いからきっと流されるだろうし～～。来週の朝はハワイ沖かなあ～～
純,……
那由他,来週ハワイかぁ……
双馬,……
仗助,双馬ァ～～。おめーはどっちのキャラが好きだよッ？
双馬,？……
仗助,クマちゃんと戦闘ロボ、どっちが好きだ？
双馬,……どっちも好きじゃあないですね。こんなガキっぽいの
仗助,じゃあおめーはマジメちゃんだなッ！
双馬,……
仗助,おいおい、んなこえー顔する事ァねーだろッ？今のはただの心理テストってヤツだよ。ホラ！自覚はなくともおめーがどういう人間かある程度推測できる……
双馬,……あのですね、仗助さん。何か……勘違いしているようですから、言っておきますが
仗助,？
双馬,今回のキャンプ……僕は精一杯、楽しいキャンプとなるよう努力するつもり……ですが。……貴方に対する恨みは消えた訳では無く――
静,兄さん、双馬ァーッ。キャラメル食べる？
双馬,…………
仗助,おっ、ありがとよーッ静。けど今手ェ離せねえからよ。口に放り込んでくれ
静,そんくらい自分でやれってのーッ
仗助,ングッ……ありがとう。いや、ありがとう
双馬,……静、お前……お前なあ……
静,何？双馬。もしかしてあめちゃんの方がいいの？
双馬,もういい……キャラメルで構わない。それでいい……もうどうでもいい……
静,？……変なの。んーッ！車で遠出するなんて久しぶりだけど、こうして流れる景色見てたら気持ちいいわねーッ
那由他,そうですわね、お姉さま
純,フン！……何がいいのよ、こんなの……
静,純、テンション低いわよ。もっとアゲアゲでいかないとォーッ！イェイッ♡！
純,……こうして、車乗ってぼーっとしてる時間あったら……その時間に勉強していい大学行くのも、カネ稼ぐのも本読んで知識蓄えるのも出来るじゃあないの。……私、旅行が……っていうか、旅行の移動時間が嫌いなのよ
静,……えーっと……
双馬,……本で読むだけでは得られない経験というのもあるさ
純,たとえそんな経験があろうとも、私にはいらねーッ。ハァ～～……はやく到着しないかな
静,……純
純,何よ。私は肉食いに来ただけであって！それ以外の事を楽しむようなヤツじゃあねーのよーッ
静,……
純,……
静,……しりとりしない？
双馬,……
那由他,……？
仗助,……ん？
純,……あァ？
静,旅行の移動時間、退屈な時間ンーッ……楽しいゲームをしたら一瞬！でしょっ？ハイ！静ちゃん天才ィィィ――ッ！！♡
双馬,……この流れでか。この空気でそんな事言うのか、お前はッ！
純,いいよーッ
双馬,い――いのかよォォ――ッお前もォォ――ッッ！
純,それで？……ルールは……どうするの？
静,？……ルール？
純,使っていいのは単語や物・人の名前、地名とかでェェー、文章や台詞やことわざ・四字熟語は無し。一人持ち時間は10秒で、自分の番が周ってから10秒を超えたら負け……って事でいい？もっと詳しくルール決めとく？
静,い、いや……そのくらいで
純,で？……賭け金はいくら？
静,……はあァッ？。純ッ！！この賭けジャンキーがッ！んなのナシに決まってんでしょーがーッ！！
純,はああああッ！！？んじゃあそんなゲームしても何の意味も無いじゃあない！くっだらねー事言ってんじゃあねーぞォォ――ッ！！
静,アンタもうそーいうの足洗うんじゃあなかったの？この世の中はね～～意味の無い事ばっかで埋め尽くされてんのよ。身動き出来なくてエコノミー症候群になっちまうくらいにねーッ！
那由他,エコノミーなんだぁ……
純,……なるほど。そんな意味の無い事に慣れるためのお勉強、って事？
静,そこまで深くは言ってない
純,いいわよ……やってやる。私くらいになるとしりとりだって圧勝よ
静,オーケー、那由他ちゃんもやるわよね？
那由他,もちろんですッ
静,双馬と兄さんは？
双馬,地図帳とにらめっこするので忙しい
仗助,おめーらのシリがふきトんでもいいならやるけどよ～～
静,兄さん、安全運転でよろしく
純,じゃあ、しりとりのりから……リンゴ
那由他,ゴリラ
静,ラッパ
純,パ……パイ
那由他,い？……家
静,えー……エイジャの赤石
純,き……ちょっと待て。静、あんた反則
那由他,イ工口ー？レッド？
純,ギンギンのレッドよ
静,なんでよッ！？
純,聞いた事がねーわよッえーじゃのせきせきなんてッ！何？宝石の名前？言っとくけど私そーいうのは詳しいんだからな
静,あ、知らない？マジに？ホントに知らないの？フーン……エイジャの赤石を知らないなんて、可哀想……かつてこの世界を救った大英雄のお話を知らないのね
純,……
静,……聞きたい？興味ある？
純,別に……聞きたくないわよ。そんなの
仗助,おれは興味あるぜーッ。それはアレだろ？じじいの話だろ？おれ詳しく聞いた事がねえんだよな
静,ふふふ、しっかたないわねーッ。じゃあ～～この静ちゃんが！親切丁寧に教えてあげるわッ！あたしのおじいちゃん……父ジョセフ・ジョースターが、若かりし頃歴史の影でどのような活躍をしたのかッ！
双馬,……へえ……
純,……
那由他,ど、どのような話なのですか？お姉さまッ！
静,そうね……まず、おじいちゃんがアメリカで警察をブチのめした話なんだけど
純,静、その話本当に大丈夫なんだろうな？
仗助,よーし、着いたぜェ～～ッ……っとォ
双馬,……地図通りならここで合ってますが……億泰さんの車、無いですね
純,だから、オメーの言う事はさっぱりわかんねーわよッボケーッ。何よ、柱の男って？
静,さっきから言ってるでしょ？そいつが全部悪いんだっての。吸血鬼生み出して食うのよ
純,それがマジだったら今すぐここに来て欲しいわね。全部解決すっからよーッ。メイ食ってもらおうぜッ！
静,……宇宙に飛んでったらしいけど、降ってくるかな？
那由他,降って来たら大変ですね……地面に穴あいちゃう
双馬,……何の話だ、それ
噴上,おう、遅かったな仗助。受付終わらせといたぞ
仗助,おお、裕也ァー。ありがとよーッ
噴上,キャンプ場所はあっちだ。Aの6……ん？億泰達はどうした？
仗助,それが、まだ来てないみてえなんだよ。きっともうすぐ……
静,あ、来た
億泰,おう、遅れちまったな。すまねーッ
仗助,どうしたんだ？一体よ～～ッ
康一,それが……早人くんが車酔いしちゃって。コンビニで休憩してたんだ
早人,うう……すみません……オゲッ
純,アハハハハハハ！早人先生なっさけなーい♡すっかりグロッキーじゃん！
早人,あまり得意じゃあないんだ、乗り物って……車でこんな長距離移動するの、小学校の社会見学以来だし
純,それにしてもこんなヨロヨロなるなんて……ププ！笑いが止まんないわ！
静,……アンタも車酔いするタイプなんでしょーがッ純～～ッ
双馬,……酔い止め、一応ありますけど……もう遅いですよね
早人,いや、ありがとう。いただくよ……オエエ
那由他,……あっ♡お姉さま、来てくださいッ！
静,え？
那由他,綺麗……大きな湖ですね……！
静,……うん、そうね……うん……
双馬,……静、お前少しイヤそうな顔してないか？おい？
静,そ、そんな事無いわよォォ～～ッ？あたしハッピー！キャッ♡
純,……スーッ……ハーッ……空気が美味しいわね……
双馬,え？
純,……なんでもねーわよックソメガネ。むこう向いてろッ！
噴上,おいお前ら、キャンプ場所はこっちだぞ
仗助,道具運ぶん手伝えーッ
4人,はーい
静,ふー……肩コっちゃったわ
純,ざけんなッオメースタンド使ったろ
早人,……ううう……
那由他,せんせい、大丈夫ですか？お水飲みます？
早人,いや、大丈夫。ありがとう……
仗助,しっかし広いキャンプ場だぜ。こんな所初めてかもな～～ッ
康一,まず、何をすればいいの？億泰くん
億泰,決まってるだろーがよーッ。キャンプといったらまずテントだぜッ！次にタープゥ～～ッ！
噴上,？……テントはわかるが、タープ？なんだそりゃあ？
双馬,……日差しや雨を防ぐための、簡易な屋根のようなものです。8月の日差しは厳しいですからね……ノンビリするにはタープの下がいいでしょう
億泰,おッ！よくわかってんじゃあねーかッ！オメーもしかしてアウトドア好きかぁ～～ッ？見た目はそうじゃあねーけどよッ！ギャハハハ！
双馬,……常識の範囲内です
噴上,じゃあ手分けして張っていこうぜ。これがテントか？
純,オッサン、張り方わかるの？
噴上,いや、わかんねえが……なあ、お兄さんと呼んでくれねえか？地味に傷つくぜ……
純,特別にパパ♡って呼んであげてもいいけど？
静,純、那由他ちゃんいるから
億泰,次に、この位置にペグ……この杭を打ってよ～～ッ
仗助,なんだ、結構簡単じゃあねーか。用はこの布を杭で引っ張りゃあいいんだろ？
億泰,綺麗～～ィに張るにゃあチョイとコツがいるんだよ、コツが～～ッ
那由他,パパ、あたしもお手伝いしたいですっ！
億泰,お？そうか？じゃあこのハンマーを……注意して持てよ。危ないからなーッ
双馬,……
静,双馬、あたしにもやらせて！ね、ね？
双馬,嫌だよ。お前がやるとズレるだろ
静,やってみたいのよ！やらせて！やらせてくれよォ！
純,自ら望んで肉体労働したいなんて、アンタ物好きね……私はパスよ、パス
静,だって！なんか面白そうじゃあないのよーッ！カンカンって叩いて！
仗助,確かになァ～～。俺もやってみてえが、ハンマーの数が……
静,！……静ちゃん、閃いちゃったわ！
仗助,あン？
静,ハンマーの数が足りなくっても……ワイルド・ハニーでッ！
双馬,……
静,ねッ！どーよコレッ！？これならお手伝い出来るわよッ？静ちゃん天才！っていうか健気ねェ～～そこまでして手伝おうなんて……泣ける
双馬,……おい、静
静,あ！お礼ならいらないわよ双馬ッ！あたしが自主的にやっただけだしィ～～。っていうかパワー型じゃあない双馬や純の分まで、あたしが頑張らないとねッ！ウフフ♪
双馬,……ペグ打つ場所が違う
静,……えっ
双馬,……
静,……
仗助,……おい、抜けるのか？この杭……深々と刺さってんぜ
億泰,後はここを引っ掛けてェ……っとォ。よし！完成だぜェ～～ッ！
那由他,おーっ！すごい、すごーい！
純,へえ、結構本格的。こっちのちょっと小さいのが女性用？
億泰,おう。あっちの大きい方が男連中のだ。双馬ァ～～。オメーも当然向こうだからよーッ。夜は仲良くしようぜ～～ッ
双馬,……イビキとかやめて下さいよ？僕、そういうの苦手なんで
静,よーし！では早速……。1番、静・ジョースター！テントの寝心地を確かめさせていただきまーすッ！
億泰,あ、静
静,え？。～～！！……！！～～！！
億泰,……地面にシート敷いただけだからよ～～ッ。下に石とかあったら危険だって言いたかったんだが……
静,……もっと早く言ってよッ！！
純,アーハハハハハハハハハ！！！ギャハハハハハハハ！！
静,純うっさい！笑いすぎだってのッボゲッ！
双馬,おい、静見てみろ。テントの下にこんな大きな石があったんだが……
静,？……何？
双馬,……石まで笑ってるぞ。大爆笑だ。ほら、ここの文章……笑いで埋め尽くされてる
静,どっか遠くに捨ててきてッ！あたしの半径1キロ以内に近づけんなーッ！！
噴上,フーッ。何にせよ一段落……って所か
仗助,お、裕也その椅子どうした？
噴上,億泰の車に積んでた。人数分出してるぜ……そこ置いてる
康一,よいしょっと。……早人くん、落ち着いた？もしあれだったら、テントで寝ておく？
早人,いえ、大丈夫です。もう吐き気は治まりました……ふう
静,ちょっと兄さん、椅子座って休憩してる場合？見てよ！テントよテント！あたしが立てた！
双馬,……お前は邪魔ばかりしてただろうが
純,ホントそうよね。お邪魔虫よね。マジありえねーッ。ギーッ！って感じ
那由他,……純さんは何もしてなかったですけど
仗助,おう、すげーすげーッ。今夜は気持ちよく寝られそうだな……ジュース飲むか？
静,今はそれどころじゃあねーってのッ！。何てったって、杜王町探検隊の本部基地が完成したんだからね……！
双馬,おい、何だそれは。初めて聞いたぞ
静,え？ダメ？杜王町探検隊。良いネーミングじゃあない？これから野山を探検して遊びつくすんだから、こーいうチーム名とかアリじゃあない？
純,アリかナシかで言うとナシね……ダサい
双馬,それに、その名前だと杜王町を探検するみたいだ
静,うっせーわねーッ。那由他ちゃんは良いと思うわよねッ？
那由他,えッ！？……す、すごく素敵だと思いますわ……
静,ホラ！ね？
純,思いっきり言わせてんじゃあないの……
双馬,で？何て言ったか？……本部……？
静,本部基地、ベースキャンプよッ！ここを拠点として、我ら杜王町探検隊は行動を開始するッ！いいわねッ？おおーッ！！
那由他,お、おー！
純,小学生かッオメーは
億泰,いいじゃあねえか。面白そうでよ～～ッ
静,むふふ……こういうの、好きだったのよねーッ。おじいちゃんから冒険話聞いて育ったから、子供ん頃は冒険ごっこばかりしてたわ……懐かしい
双馬,……フーン……
静,と、言うわけで……早速探検に行ってくるわね、兄さん……いえ、指令ッ！
仗助,おれが指令かよ。悪い響きじゃあねーけどよ～～ッ
億泰,あ、待て静。探検行く前によーッ。やっておく事……あるんじゃあねえか？
静,？……やっておく事……ウンコ？
億泰,腹ごしらえだよッ腹ごしらえーッ！今からメシを作るぜッオメーらよーッ！！
静,メシ……って、料理？
億泰,キャンプん時の昼飯と言ったらッ！カレーだぜェ～～ッ！全員で協力して！とびっきり美味えカレー作ってもらうからな～～ッ！！
双馬,……カレー、か。まあ……ルーを使えば簡単な料理だな
那由他,そうですね、ハイ
静,あ、そうなの？
双馬,……ん？
純,バッカねえ、静。カレーなんて水沸かしてルー入れたら終わりの簡単料理でしょ
静,え？アレ？……玉ねぎとか肉とかは？
純,じゃあ～～それもついでに入れたらいいだけの簡単料理だッ！
静,なるほどォ～～ッ！簡単料理ねーッ！
純,そうよッ！簡単カンタンン～～ッ♪
静・純,アハハハハハハハハハハハハハハ
双馬,……静、純……こいつら、作れる……のか？……
億泰,食材と道具は用意してっからよー、全員役割分担して作ってみな。怪我はしねえようにな
静,ふむふむなるほど……アレ？兄さん達は？作るの手伝ってくれないの？
仗助,大人連中は休憩だ、休憩ィー。運転やらなんやらで疲れてるからな……カレーは杜王町探検隊で作ってくれ
静,ちょッ……兄さん待って！それ何？……ハンモック？スッゲ、楽しそうじゃん！代わって代わって！！
仗助,後でなァ～～ッ。あ、コレヤバい。意識が遠くなってくるぜ……
静,ムググ……あたしハンモックで横になるまで料理しないッ！
