モバマスより小日向美穂,たぬき
琴歌,実は、服の下に既に着込んでいましたの！
周子,ああ、そうそうそれならよし
未央,なーんだっ、それなら話は簡単じゃん！一緒に遊ぼうよ！
凛,それに、こっちも色々聞きたい話があるしね
琴歌,本田さん、渋谷さん……そうなのですか？
凛,ほら
蘭子,秘められし謎の財団の姫君……！
小梅,ほ、ホラー映画は……好き……ですか……？
輝子,マイタケとエリンギ、どっち派ですか……？
志希,ひさしぶりー。最近どうー？
奈緒,そっちに晶葉って子がいたと思うんだけど、後で話聞かせてくれないか？
琴歌,皆さん……！ええ、一つ一つお答えしますわ！
真奈美,すまない、驚かせてしまったな。彼女はこの日をずっと楽しみにしていたんだ。大目に見てやってくれ
Ｐ,いえいえ。みんな楽しそうなら、それが一番ですよ
奏,まさか彼女までやって来るなんてね……。時間の問題だとは思っていたけど
Ｐ,……前から思ってたんだけど奏ってそっち側なの？
奏,私はただの女子高生よ。色々副業をやってるだけ、アイドルもね
真奈美,ははは。私もまあ、そんなところだ。本業はスタジオで歌を歌っているよ。仕事柄世界中を飛び回っていてね。あまり日本には帰らないのだが、ずいぶん面白いことになっているようだ
Ｐ,は、ははは……
真奈美,まあ、ここにいる間は肩の力を抜いてくれ。身の回りのことは我々が片付けるさ。桃華と奏が世話になってる礼だ。さて、夕飯の支度といこうか
Ｐ,みんなー、そろそろ集合だぞー
琴歌,あ……あら！？もうこんな時間なんですの！？
美穂,琴歌ちゃん、すっかり馴染んでたねっ！
莉嘉,ねーねーＬＩＮＥ交換しよーよ！日本でもまた遊びたいし☆
菜帆,一緒にお茶もしたいですね～♪
琴歌,皆さん……！。もちろんですわ！今日が終わっても、必ずまた――
Ｐ,わぁ！？何だ！？地震！？
ちひろ,みんな大丈夫ですか！？
真奈美,大きい揺れが一つ……地震とは違うな。これはむしろ爆発の衝撃に近い
美穂,ばくはつ！？
桃華,島の中心からですわ！
由愛,あ……鳥が、みんな逃げていく……？
美玲,な、なんだ？なんかゾワゾワするぞ！
小梅,あの子が……怖がってる……
輝子,キノコも……怖がってる……
幸子,なんですかなんですか、このカワイくない空気は！？一体何があるっていうんですか！？
こずえ,あっちー……。へびー
超でかい蛇,…………………………
一同,……………………………………
未央,…………ねえプロデューサー
Ｐ,なんだいミツボシ
未央,蛇だよね……あれ
Ｐ,そうだねぇゴ〇ラくらいのサイズあるね
Ｐ・未央,いやいやいやいやいやいやいやいやいやいやいやいやいやいやいや！！！？
美穂,かっかっ奏ちゃん！あれは何！？ヘビさん何号なのっ！？
奏,いえ……見たこともないわ。というかあれは生きた蛇、いやそれ以上の……！
ちひろ,あっははは、なんですかアレ？ドッキリ？ドッキリですか？それともＢ級映画？
美嘉,ちひろさんしっかりして！？
莉嘉,怪獣！？怪獣なのっ！？わーっ初めて見たーっすごーい！！
蘭子,ぶくぶくぶくぶく
紗枝,りゅうがごとし
智絵里,二人ともーっ！？
琴歌,そんな！あれは眠っている筈では……っ！？
Ｐ,知ってんの！？
芳乃,ふむー……。あれなるは、地下に流るる霊脈に潜みし大蛇おろち。古来より霊気の宿る地には、その源となる存在が眠っているのですー。他の生きとし生けるものにとって、良きものであれ、悪しきものであれー……
桃華,ですがこの島の荒ぶる大蛇は、爺やの代で霊脈の深きにまで封印した筈……！なぜ今になって目覚めましたの！？
周子,い、いやいや、そりゃー無いでしょ。いくらなんでもリアリティってもんが
桃華,このシリーズで今さら何を仰っていますの！！！！！！！
周子,せやな…………………………………………！！！！！！！
真奈美,それにしても妙だな。自然に目覚めるには、まだ数百年はかかると聞いたが
芳乃,おそらく常のままであったならば、現れることはなかったでしょうー。何か霊脈そのものに匹敵する莫大な気の影響を受けー、触発されてしまったものかとー
美穂,そんなこと言っても、気なんて……
茄子,あら～
Ｐ,オイオイオイ
周子,いたわ原因
Ｐ,うおっ……！
美穂,わ、わっ、ぷ、プロデューサーさぁん！
周子,ね、ねえなんかやる気っぽくない？流石にマズくない？
茄子,うーん……そういうことなら、流石に黙ってはいられないですね～
楓,あれほど立派な大蛇さんなら、おろおろちてもいられませんねぇ
芳乃,可能な限り、穏やかに事を運びたいものですがー
こずえ,かばやきー……
？？,その必要は無い！
Ｐ,真っ赤なクラックスポーツカー！？
美穂,あ、あれ……バスの運転手さん！？
運転手,君達は休暇中だろう？バカンスに来てまでトラブルの処理はさせられないさ
真奈美,そういうことだ。ここから先は私とあいに任せて貰おう
あい,自己紹介が遅れたね。私は東郷あいだ。仕事はまあ……ひとまず真奈美さんの相棒とだけ覚えていてくれ、今はね
？？？,ヘーーーイ！！！
Ｐ,ああっ……この声は！？。前略ヘレンさん！！
ヘレン,オーレ！！！。島全体がダンサブルな波動に満ちたと思ったら、既にステージは温まっていたようね。いいわ！踊るべき場で踊り、踊らざるべき場でも踊る！それがこのヘレン！
Ｐ,し、しかし！あなた達だけ行かせるわけには……！
美穂,その……ひょっとして、皆さんも人間じゃなくて……？
真奈美,いや、私達はれっきとした人間だよ。少し人より鍛えているだけのね
Ｐ,だったら尚更です！
真奈美,心配無用だ。人間は怪異なんかに負けやしないさ
Ｐ,す……すごい説得力だ……！！！！
美穂,頼もしすぎます……！！！！
楓,あ、これ大丈夫ですね
茄子,ごめんなさい～……お礼はのちほどさせていただきますね？
あい,さて、プランはどうする？
ヘレン,ヘレンとて、かつては別のジャングルで大蛇と心を通じ合わせた身……。その体躯が十倍や二十倍になったところで、内なる魂ソウル
真奈美,ほう。その心は？
ヘレン,封じ直すなどナンセンス。心を通わせ、同じ空を共にすることこそが世界レベルの解決ッ！
あい,なかなかシビアなギャンブルになりそうだな。私としてはおすすめしないが……？
真奈美,悪いな、あい。私はヘレンの案に乗りたくなってしまった。せっかくオーディエンスもいるんだ。ただ打ち倒すだけでは、あまりに芸が無いッ！
あい,やれやれ、多数決で私の負けか……。いいだろう、まずは最接近する。シートベルトは締めたまえよ！
真奈美,任せる！
ヘレン,アモーレ！！
美穂,
未央,凄いの始まっちゃった……
奏,山〇宏一が予告編のナレーションをする映画みたいになってきたわね
Ｐ,ああ……この夏！あの最強トリオが！！スクリーンで大暴れ！！みたいな奴な
周子,うわモノマネそっくりやん
Ｐ,絶対高いとこから飛び降りるカットとか、爆炎が間近に迫るカットとかある奴
周子,ほんで最後低音でカミングスゥ～ン……てな
Ｐ・周子,ハハハ！白目
奏,流石にこの二人も現実感が吹き飛んでしまったようね……
Ｐ,ところで桃華と琴歌さんはヘレンさんとも知り合いなの？
桃華,いえ、あの方はたまたまここにいらっしゃっていただけですわ
琴歌,担当プロデューサー様公認の武者修行と仰っていましたわね
あい,というわけで、和解したよ
Ｐ,マジで！！？！？！？！？
ヘレン,言葉ではなく心で通じ合うもの……それがダンスよ！
真奈美,いや、これがなかなか気のいい奴でな。どうも鷹冨士さんのファンらしいのだが
茄子,あらまあ！
超でかい蛇,///
こずえ,ぶつ切りー……
超でかい蛇,！
茄子,ですけど、どうして私のことを知っているんでしょう？
芳乃,気でしてー
周子,便利やな気
真奈美,更に言えば、鷹富士さんに通ずる諸君のことに気になって仕方ないそうなのだ
超でかい蛇,♪♪♪
美穂,そ、そうなんだ……
まゆ,確かに……よく見てみれば、目に愛がありますねぇ
紗枝,
蘭子,
琴歌,あ……そうですわ！。でしたら、皆さんのサインをプレゼントして差し上げてはいかがでしょう？
Ｐ,サイン？でもどこに……
桃華,この大きなおなかに書いて欲しいようですわ！
超でかい蛇,仰向け
周子,ほほー、こりゃ確かに書きごたえのありそうな
由愛,おっきな絵も描けそうですね……ふふ、なんだか可愛く思えてきました……♪
奈緒,でも、適当に書くと散らかっちゃうなぁ
卯月,そうだっ！じゃあ、寄せ書きにしませんか！？
響子,寄せ書き？
卯月,はいっ！この島での思い出とか、メッセージも込めて！
超でかい蛇,♡♡♡
Ｐ,腹に寄せ書きを書かれた大蛇が、帰っていく……
美穂,これからどうするんだろう……
ヘレン,森の奥地で静かに暮らすそうよ。もう暴れることもないわ
Ｐ,わかるんですか？
ヘレン,フッ……共に踊り合った仲よ
真奈美,巨大な蛇が棲み付くようにはなったが、この島の平和は保たれたようだな
あい,だが君達にはまた来て欲しそうにしていたよ。今後とも、たまには顔を見せてやって欲しい
Ｐ,本当にありがとうございました。助かりました……本当に
真奈美,礼には及ばないさ。私達は私達のやるべきことを成したまでだ
あい,その通り。それに……君達の側を本気にさせてしまった方が、我々にとってはよほど……ね
こずえ,んー……？
美玲,な……何が起こってるのか、全然わかんなかった……。世界って広いな……。世界レベルって言ったか？……いや、なんなんだよ世界レベルって
楓,これは、ちゃんとお礼をしなければなりませんね。本当は温存しておくつもりだったんですが、秘蔵の大吟醸をお出ししましょう。遠慮なく空けてしまって下さい♪
Ｐ,またどこからともなく一升瓶を！
真奈美,ほう、日本酒か！そういえばしばらくご無沙汰だったな。ありがたい、ひとつお相伴にあずかろうか！
Ｐ,その後、二日目の盛大なディナーが開かれた。木場さんのみならず、響子やまゆ、美嘉や美穂など、料理に覚えのあるアイドルが食事を用意して……。今日を無事に乗り越えたこと、たった二日間の楽しい思い出、はたまたうちの事務所の珍奇なエピソード……。それらを肴に、とっぷり夜が更けるまで盛り上がったのだった。……ちなみに俺はしこたま飲まされて、最後らへんの記憶があまり無い
芳乃,まこと、見事でございましたー。舞とはもとより、言葉ならず芸でもって、神や自然に意思を伝える手段なのでしてー。そなたの舞は、まさしく天地神明の理に通じておりまするー
ヘレン,フッ……くすぐったいわね。ヘレンは踊り子よ。それ以上でも以下でもないわ
芳乃,人の身で、よくぞここまでー……。流儀は違えども、そなたのそれは巫覡の要訣と相通ずるものー……。いずれ、舞台を共にしたく存じまするー
ヘレン,そういうことなら歓迎よ。立つべき舞台があるなら、そこが場末のパブであれ、エアーズロックであれ私は行くわ。センキュー！グッバイ……！また会いましょう！
芳乃,またお会いしましょうー。……はてー。どのように海を越えなさるのやらー……
ヘレン,あなた達の飛行機に同行させて貰うわ！
芳乃,ほー
ちひろ,行きと同じで、三機に分けて乗ってくださいねー
Ｐ,改めて……ありがとうございました。本当にお世話になりました
真奈美,なに、楽しいバカンスだったよ。久しぶりにスリリングな時を過ごせた
あい,あちらでもまた会えるといいね。私は趣味でサックスを吹いているから、タイミングさえ合えば都内のジャズ・バーで再会できるかもしれない
琴歌,必ず日本でもお会いしましょう！そうですわ、プロデューサー様とも連絡先を交換しておかなければっ
桃華,島は変わらずここにありますわ。また来年、みんなで来られるといいですわね♪
Ｐ,さてと、最後の飛行機も準備できたが……。あ、いたいた。おーい、もう出るぞー？
美穂,あ……
Ｐ,どうした？何かあったのか？
美穂,いえ、何も無いんですけど……むしろ、もう何も無いんだなぁっていうか。色々あったけど、どれもこれもすっごく楽しくて……夢みたいで……。思い出だけ持っていくのが惜しいくらい、ここが大好きになっちゃって
Ｐ,美穂……
美穂,ほら、見てくださいっ！海の向こうで太陽があんなにキラキラしてて！
Ｐ,そう言って水平線を指差す美穂は、白い朝日に照らされる真っ青な海と空を背負っていた。波打ち際で光が乱反射して、麦藁帽を被る彼女の姿が、色んなシルエットを描いて……。そんな中で、眩しく笑った
美穂,また来ましょうね！みんなでっ！。？どうしたんですか、ぼーっとしちゃって……？
Ｐ,ん、あ？ああいや、なんでもない。なんでもないぞ、うん。……それよりさっきのポーズと表情もっかいやってくんね？
美穂,えぇえ！？そんな急に言われてもっ！
Ｐ,いやいや、すげー良かったって！めっちゃ絵になる！水着グラビアいけるで！
美穂,ぐらびっ！？も、もーっ！やめてください～っ！
ちひろ,ちょっとー？出発しますよー？
Ｐ,おっとと、しまった……急ごうか
美穂,わわ……はいっ！あ、あの、プロデューサーさん！
Ｐ,ん？
美穂,日本に帰ってからも、よろしくお願いしますね！
Ｐ,最後の飛行機が離陸し、青海にたたずむ島をたちまち点にしていく。そんな中、森の緑からぶんぶん頭を振る超でかい蛇が見えた。それはみんなの今後のアイドル活動と、それに伴う色んなことを全力で応援している……。……ような気が、した
ちひろ,ま、帰ったら仕事漬けの毎日なわけですけど
楓,いいじゃないですか、たっぷりリフレッシュしたんだから♪
ちひろ,楽しかったですねぇ……。木場さんのお料理だけでも食べたい気分ですよ
Ｐ,いやぁまったくで
ちひろ,って何スマホいじってるんですか
Ｐ,いや、西園寺さんとメル友になったので、今日あったことや写メなどを……。返事にめちゃくちゃスタンプ連打してくるんですよこの子かわいい
ちひろ,あー、そういうの凄く喜びそうですねー
楓,お暇を見つけてまた会いたいですねぇ♪。ところでプロデューサー……メル友って、もう死語ですよ？
Ｐ,！？
ちひろ,ちなみに写メも死語ですよー
Ｐ,！！？？。えっ……死語……？じゃあ俺の言語センスは……えっ……？
楓,はい、これ以上追及するとドツボにはまるので、ここまで～♪
Ｐ,待って！？嘘でしょ！？プリクラとかってもう使わない！？
桃華,おはようございますわっ！
ちひろ,あら、おはようございます桃華ちゃん
桃華,プロデューサーちゃまは……どうかなさいましたの？
Ｐ,じゃあ花金は……？いやでもお向かいさんが花ざかりって言ってたし……
楓,気にしないでいいですよ♪あら……それは、絵日記かしら？
桃華,ええ！島での出来事を、できる限りぼかして描きましたの！
ちひろ,えーとなになに……
楓,お友達と、南の島へバカンスに行って……
ちひろ,クジラからお友達が現れて……
楓,おっきな蛇さんがお友達になって……
桃華,いかがですかしら？それらしくなっていますか？
ちひろ,これは……
楓,先生、信じるかわかりませんねぇ……
Ｐ,今……今って何だ……ナウ……ロマンティックナウ……
